type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.044871020	120.790686281	556.2					
T	14.044978106	120.791006003	554.0					
T	14.045059547	120.791356639	549.5					
T	14.045177502	120.791824066	544.9					
T	14.045501958	120.792431640	539.3					
T	14.045669887	120.792809805	536.5					
T	14.045745288	120.793073357	535.8					
T	14.045762480	120.793309446	536.1					
T	14.045777522	120.793516024	536.0					
T	14.045796861	120.793781625	535.7					
T	14.045805456	120.793899671	535.6					
T	14.045822647	120.794135762	535.2					
T	14.045835539	120.794312830	534.3					
T	14.045876491	120.794489104	532.7					
T	14.045889385	120.794666199	531.7					
T	14.045900130	120.794813777	530.9					
T	14.045910875	120.794961355	530.1					
T	14.045919471	120.795079419	529.8					
T	14.045904298	120.795257204	529.8					
T	14.045915042	120.795404764	529.4					
T	14.045897723	120.795552975	529.5					
T	14.045880409	120.795701145	529.5					
T	14.045893297	120.795878170	529.2					
T	14.045852237	120.796085856	529.5					
T	14.045809052	120.796263941	529.8					
T	14.045744318	120.796530888	530.5					
T	14.045759339	120.796737223	530.4					
T	14.045746353	120.796944021	531.4					
T	14.045703231	120.797121731	532.8					
T	14.045713955	120.797269055	533.1					
T	14.045696690	120.797416775	534.0					
T	14.045651455	120.797564833	535.1					
T	14.045606243	120.797712811	536.1					
T	14.045505183	120.797861381	538.1					
T	14.045376334	120.798010107	540.6					
T	14.045279800	120.798217124	542.7					
T	14.045211209	120.798423657	545.0					
T	14.045112717	120.798600890	548.3					
T	14.045039985	120.798748367	550.8					
T	14.044886158	120.798925641	556.0					
T	14.044807205	120.798984852	558.6					
T	14.044668649	120.798985768	562.4					
T	14.044474984	120.798987048	567.6					
T	14.044228650	120.799017926	574.5					
T	14.044035814	120.799019174	579.4					
T	14.043925785	120.799019886	582.0					
T	14.043839094	120.798962058	582.6					
T	14.043809504	120.798933067	582.4					
T	14.043720785	120.798846141	581.6					
T	14.043600480	120.798701198	578.4					
T	14.043535074	120.798555932	573.5					
T	14.043408607	120.798323887	564.3					
T	14.043309608	120.798091788	563.4					
T	14.043244359	120.797946862	561.9					
T	14.043208571	120.797830776	560.7					
T	14.043116083	120.797686335	557.8					
T	14.043080331	120.797570346	556.0					
T	14.043042472	120.797425306	555.0					
T	14.043002506	120.797251227	555.2					
T	14.042933186	120.797048562	554.6					
T	14.042922607	120.796903210	555.4					
T	14.042882673	120.796729273	555.2					
T	14.042867864	120.796525808	555.2					
T	14.042825827	120.796322883	553.6					
T	14.042725158	120.796063042	549.5					
T	14.042681048	120.795831242	547.6					
T	14.042666248	120.795627917	549.9					
T	14.042649334	120.795395547	552.5					
T	14.042626076	120.795076038	556.3					
T	14.042604932	120.794785577	558.0					
T	14.042588016	120.794553209	558.9					
T	14.042623350	120.794290177	561.6					
T	14.042656586	120.793997944	564.5					
T	14.042664747	120.793735508	566.6					
T	14.042675026	120.793502073	568.3					
T	14.042681074	120.793210430	570.4					
T	14.042689240	120.792947786	572.2					
T	14.042699525	120.792714153	573.7					
T	14.042680469	120.792452432	575.2					
T	14.042717983	120.792217615	574.7					
T	14.042728275	120.791983792	574.5					
T	14.042738570	120.791749908	574.3					
T	14.042776120	120.791514778	574.8					
T	14.042775826	120.791135203	576.8					
T	14.042752511	120.790815025	577.8					
T	14.042735554	120.790582170	574.1					
T	14.042743733	120.790318865	570.2					
T	14.042808578	120.790081853	567.7					
T	14.042871353	120.789815517	560.3					
T	14.042852257	120.789553311	549.4					
T	14.042885640	120.789258998	538.2					
T	14.042916917	120.788935378	523.8					
T	14.042889317	120.788556435	505.1					
T	14.042865963	120.788235791	489.7					
T	14.042869921	120.787913480	475.3					
T	14.042848686	120.787621948	461.7					
T	14.042839898	120.787124570	450.1					
T	14.042820783	120.786862157	445.1					
T	14.042803791	120.786628901	441.2					
T	14.042784675	120.786366488	441.6					
T	14.042792869	120.786102164	443.4					
T	14.042796814	120.785779439	444.2					
T	14.042855419	120.785452630	442.1					
T	14.042857248	120.785100465	436.7					
T	14.042863330	120.784806574	430.3					
T	14.042844193	120.784543915	422.9					
T	14.042852400	120.784279099	416.3					
T	14.042835387	120.784045593	411.0					
T	14.042873073	120.783807644	409.0					
T	14.042856054	120.783574076	405.1					
T	14.042841163	120.783369704	401.7					
T	14.042855754	120.783192222	398.2					
T	14.042868220	120.782985490	393.4					
T	14.042882818	120.782807909	389.3					
T	14.042918411	120.782540251	383.1					
T	14.042926634	120.782274880	374.2					
T	14.042964382	120.782036198	366.5					
T	14.042945214	120.781773150	356.9					
T	14.042985107	120.781563504	354.7					
T	14.042970194	120.781358856	355.6					
T	14.042955280	120.781154208	356.3					
T	14.042933974	120.780861854	357.1					
T	14.042923321	120.780715676	357.1					
T	14.042908406	120.780511028	357.1					
T	14.042870359	120.780367538	355.9					
T	14.042859707	120.780221380	355.8					
T	14.042794295	120.780080676	353.2					
T	14.042754148	120.779908082	353.0					
T	14.042690920	120.779796730	351.8					
T	14.042655061	120.779682660	351.9					
T	14.042617083	120.779539417	352.2					
T	14.042553925	120.779428224	350.8					
T	14.042463506	120.779319915	347.8					
T	14.042398305	120.779179678	346.0					
T	14.042305883	120.779042377	342.2					
T	14.042184187	120.778878914	337.0					
T	14.042089814	120.778712724	333.3					
T	14.041997639	120.778575794	329.3					
T	14.041907660	120.778468089	325.1					
T	14.041757149	120.778279073	317.9					
T	14.041698698	120.778226808	315.0					
T	14.041559062	120.778183469	307.2					
T	14.041450876	120.778195323	300.7					
T	14.041288813	120.778213080	290.9					
T	14.041214225	120.778309000	285.6					
T	14.041166648	120.778401913	282.4					
T	14.041150269	120.778549870	281.0					
T	14.041082136	120.778732559	276.8					
T	14.041063663	120.778851403	275.6					
T	14.041020395	120.779002049	273.2					
T	14.040975038	120.779123640	270.8					
T	14.040985598	120.779268512	272.0					
T	14.040919714	120.779479682	270.7					
T	14.040907615	120.779685176	271.9					
T	14.040839686	120.779867118	271.0					
T	14.040823385	120.780014564	272.2					
T	14.040786576	120.780251465	275.8					
T	14.040747678	120.780459312	278.9					
T	14.040731399	120.780606580	281.2					
T	14.040710908	120.780695969	282.5					
T	14.040694638	120.780843166	284.9					
T	14.040705175	120.780987748	287.6					
T	14.040695229	120.781221624	292.0					
T	14.040695819	120.781599982	299.2					
T	14.040708460	120.781773434	302.6					
T	14.040716887	120.781889068	304.9					
T	14.040706940	120.782122762	309.4					
T	14.040715366	120.782238381	311.6					
T	14.040725898	120.782382905	314.5					
T	14.040711739	120.782558700	318.5					
T	14.040732799	120.782847708	327.2					
T	14.040749647	120.783078915	334.1					
T	14.040758070	120.783194519	337.5					
T	14.040741802	120.783341285	342.0					
T	14.040725538	120.783488013	346.3					
T	14.040711384	120.783663590	351.6					
T	14.040695128	120.783810236	356.1					
T	14.040709860	120.784012434	361.7					
T	14.040724593	120.784214633	367.0					
T	14.040741430	120.784445717	372.4					
T	14.040758266	120.784676801	377.9					
T	14.040777207	120.784936770	383.9					
T	14.040789834	120.785110084	389.5					
T	14.040804565	120.785312282	397.2					
T	14.040817191	120.785485596	404.0					
T	14.040827713	120.785630023	409.7					
T	14.040846652	120.785889993	418.8					
T	14.040857173	120.786034421	421.4					
T	14.040867695	120.786178849	424.1					
T	14.040880320	120.786352163	427.3					
T	14.040841456	120.786558029	431.8					
T	14.040860388	120.786817930	434.6					
T	14.040875113	120.787020076	435.8					
T	14.040889838	120.787222223	437.3					
T	14.040904562	120.787424369	439.0					
T	14.040915079	120.787568759	440.9					
T	14.040925597	120.787713149	443.5					
T	14.040938217	120.787886418	446.6					
T	14.040948734	120.788030809	449.2					
T	14.040959250	120.788175200	451.9					
T	14.040984490	120.788521738	460.5					
T	14.040997110	120.788695007	465.5					
T	14.041009729	120.788868277	470.4					
T	14.041022348	120.789041547	475.2					
T	14.041047586	120.789388087	479.0					
T	14.041031286	120.789533916	478.6					
T	14.041041800	120.789678289	479.1					
T	14.041050211	120.789793788	479.5					
T	14.041031811	120.789910673	478.7					
T	14.041021824	120.790142996	478.0					
T	14.041026028	120.790200730	478.1					
T	14.041034436	120.790316198	478.4					
T	14.041104881	120.790544530	482.3					
T	14.041111189	120.790631155	482.7					
T	14.041150632	120.790803135	485.3					
T	14.041190086	120.790975163	490.1					
T	14.041231652	120.791176121	495.6					
T	14.041266919	120.791290463	499.3					
T	14.041275334	120.791406025	501.4					
T	14.041285852	120.791550477	503.9					
T	14.041323234	120.791693779	507.3					
T	14.041335857	120.791867145	507.3					
T	14.041377459	120.792068305	509.0					
T	14.041398500	120.792357288	509.4					
T	14.041413228	120.792559576	510.8					
T	14.041448532	120.792674149	514.7					
T	14.041554501	120.793018053	525.1					
T	14.041565026	120.793162623	527.1					
T	14.041573446	120.793278279	528.7					
T	14.041583971	120.793422849	528.3					
T	14.041592391	120.793538506	527.0					
T	14.041600811	120.793654163	525.5					
T	14.041619755	120.793914391	522.2					
T	14.041630279	120.794058962	520.4					
T	14.041669841	120.794231634	519.8					
T	14.041736361	120.794403562	521.8					
T	14.041775952	120.794576350	522.6					
T	14.041786482	120.794721000	522.2					
T	14.041794905	120.794836720	521.9					
T	14.041803329	120.794952440	521.5					
T	14.041815964	120.795126021	520.1					
T	14.041830704	120.795328532	518.0					
T	14.041741830	120.795591438	510.5					
T	14.041729622	120.795794448	507.2					
T	14.041715313	120.795968498	507.9					
T	14.041669878	120.796085262	507.8					
T	14.041651376	120.796201412	509.3					
T	14.041661891	120.796345893	511.4					
T	14.041676613	120.796548165	514.6					
T	14.041660214	120.796693132	517.1					
T	14.041621124	120.796896297	525.3					
T	14.041582054	120.797099355	533.6					
T	14.041594663	120.797272618	539.7					
T	14.041545105	120.797331175	543.2					
T	14.041526638	120.797447039	548.0					
T	14.041539242	120.797620234	557.0					
T	14.041551846	120.797793430	567.1					
T	14.041508619	120.797938401	577.2					
T	14.041517019	120.798053834	583.9					
T	14.041478011	120.798256400	597.4					
T	14.041517460	120.798429252	605.9					
T	14.041629140	120.798485972	605.3					
T	14.041687126	120.798543233	606.2					
T	14.041772061	120.798600293	606.0					
T	14.041884011	120.798657172	605.0					
T	14.042056369	120.798800463	607.7					
T	14.042287310	120.799001528	614.2					
T	14.042545863	120.799202869	622.4					
T	14.042717168	120.799318022	625.8					
T	14.042943185	120.799433116	627.1					
T	14.043052145	120.799432628	624.3					
T	14.043133942	120.799432262	622.2					
T	14.043266180	120.799373460	615.6					
T	14.043423829	120.799285324	606.2					
T	14.043554336	120.799197200	597.7					
T	14.043632300	120.799138439	593.1					
T	14.043731397	120.798991966	585.8					
T	14.043775677	120.798845738	580.6					
T	14.043900291	120.798669577	574.5					
T	14.043993300	120.798435013	569.1					
T	14.043984797	120.798318182	567.1					
T	14.044022832	120.798083912	566.0					
T	14.044012200	120.797937834	565.2					
T	14.044018463	120.797645318	563.7					
T	14.044035362	120.797498838	563.0					
T	14.044050138	120.797323094	562.7					
T	14.044094598	120.797176106	562.3					
T	14.044136952	120.796999798	561.5					
T	14.044177200	120.796794146	560.2					
T	14.044183490	120.796501125	559.4					
T	14.044166455	120.796267094	559.5					
T	14.044147289	120.796003807	559.6					
T	14.044157835	120.795769162	559.6					
T	14.044142926	120.795564358	561.4					
T	14.044128017	120.795359555	563.2					
T	14.044142821	120.795183315	564.2					
T	14.044125780	120.794949224	565.8					
T	14.044108738	120.794715134	566.2					
T	14.044089565	120.794451784	566.6					
T	14.044076783	120.794276217	566.8					
T	14.044061871	120.794071390	566.3					
T	14.044049088	120.793895825	565.1					
T	14.044010867	120.793750409	564.7					
T	14.043964136	120.793488021	563.4					
T	14.043887746	120.793197418	563.1					
T	14.043849567	120.793052175	563.3					
T	14.043779623	120.792849507	563.7					
T	14.043766852	120.792674109	563.1					
T	14.043756210	120.792527945	562.5					
T	14.043737053	120.792264851	562.6					
T	14.043705293	120.792207480	563.1					
T	14.043662902	120.792004000	563.7					
T	14.043597300	120.791860159	564.9					
T	14.043590918	120.791772509	565.0					
T	14.043493647	120.791571530	568.2					
T	14.043398581	120.791399908	572.7					
T	14.043360533	120.791255164	575.8					
T	14.043318244	120.791052088	579.5					
T	14.043311868	120.790964532	580.8					
T	14.043246448	120.790821165	582.2					
T	14.043174691	120.790590366	579.2					
T	14.043134579	120.790416683	576.9					
T	14.043062881	120.790186087	573.3					
T	14.043018553	120.789954220	568.5					
T	14.042946914	120.789723842	557.9					
T	14.042875313	120.789493588	547.4					
T	14.042833161	120.789291105	538.6					
T	14.042646211	120.788979777	521.9					
T	14.042545430	120.788722455	508.8					
T	14.042474050	120.788492841	497.6					
T	14.042404828	120.788292432	487.7					
T	14.042360699	120.788061412	475.9					
T	14.042318699	120.787859530	466.2					
T	14.042059262	120.787292002	445.3					
T	14.042013121	120.787032386	436.9					
T	14.041964877	120.786743803	427.0					
T	14.041920876	120.786513362	421.8					
T	14.041876886	120.786282983	417.3					
T	14.041862083	120.786079784	413.2					
T	14.041847280	120.785876586	408.9					
T	14.041832477	120.785673387	404.4					
T	14.041817674	120.785470189	399.8					
T	14.041748770	120.785271019	392.8					
T	14.041736084	120.785096895	388.5					
T	14.041723398	120.784922772	383.8					
T	14.041712827	120.784777669	379.6					
T	14.041689569	120.784458443	370.4					
T	14.041676882	120.784284320	365.4					
T	14.041697575	120.784195101	364.1					
T	14.041770264	120.784072482	365.1					
T	14.041786748	120.783925107	363.5					
T	14.041857395	120.783773262	364.5					
T	14.041930216	120.783650358	366.2					
T	14.042000976	120.783498281	367.5					
T	14.042069674	120.783316995	368.5					
T	14.042077747	120.783052900	364.0					
T	14.042167325	120.782781679	363.6					
T	14.042215332	120.782689630	364.5					
T	14.042365877	120.782500598	368.9					
T	14.042436992	120.782347670	366.8					
T	14.042453629	120.782199490	361.9					
T	14.042440882	120.782024572	354.5					
T	14.042480539	120.781815529	348.1					
T	14.042528719	120.781723047	345.9					
T	14.042604229	120.781628002	345.3					
T	14.042759686	120.781496090	349.1					
T	14.042890136	120.781395741	353.0					
T	14.042991212	120.781268583	356.8					
T	14.043060695	120.781085370	360.5					
T	14.043189424	120.780955312	366.6					
T	14.043314057	120.780766496	373.5					
T	14.043519375	120.780540100	383.4					
T	14.043701799	120.780374620	391.9					
T	14.043782532	120.780337161	395.5					
T	14.043914377	120.780235485	401.5					
T	14.044161580	120.780181560	412.1					
T	14.044300368	120.780167898	418.5					
T	14.044411534	120.780156956	423.6					
T	14.044522820	120.780146002	428.6					
T	14.044689974	120.780129548	436.1					
T	14.044831630	120.780145330	442.6					
T	14.044921879	120.780225670	447.3					
T	14.044986391	120.780338334	451.2					
T	14.044997153	120.780486002	452.9					
T	14.045121980	120.780652495	455.7					
T	14.045188752	120.780794925	457.5					
T	14.045225384	120.780910512	458.3					
T	14.045240463	120.781117444	458.8					
T	14.045249080	120.781235690	459.2					
T	14.045264160	120.781442622	459.9					
T	14.045277085	120.781619992	460.5					
