type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.060390180	120.790064430	482.2					
T	14.060466342	120.790142943	476.4					
T	14.060542503	120.790273797	468.0					
T	14.060644053	120.790430822	458.2					
T	14.060745602	120.790587848	448.9					
T	14.060872538	120.790666364	443.2					
T	14.060923312	120.790587854	446.2					
T	14.061024861	120.790535516	447.4					
T	14.061101022	120.790509348	447.7					
T	14.061177184	120.790404668	452.0					
T	14.061227958	120.790299987	456.8					
T	14.061304120	120.790195307	461.4					
T	14.061380281	120.790090627	466.2					
T	14.061456442	120.789959777	472.7					
T	14.061532604	120.789881267	476.3					
T	14.061659541	120.789802759	479.3					
T	14.061710315	120.789671907	485.4					
T	14.061710314	120.789541054	492.1					
T	14.061786477	120.789488715	493.5					
T	14.061811864	120.789357862	499.6					
T	14.061811863	120.789200839	507.4					
T	14.061811861	120.788886792	507.1					
T	14.061761085	120.788651257	507.1					
T	14.061735696	120.788363381	506.4					
T	14.061710307	120.788049335	507.5					
T	14.061684919	120.787944653	508.7					
T	14.061659531	120.787839971	510.0					
T	14.061634143	120.787630608	511.6					
T	14.061583367	120.787525926	514.2					
T	14.061557979	120.787342733	512.1					
T	14.061532592	120.787264222	511.6					
T	14.061507203	120.787081029	508.7					
T	14.061481815	120.786897837	505.8					
T	14.061481815	120.786766985	502.8					
T	14.061456427	120.786609963	501.0					
T	14.061405652	120.786426771	501.1					
T	14.061405651	120.786217408	498.8					
T	14.061380263	120.786060386	498.1					
T	14.061380262	120.785929535	496.7					
T	14.061380262	120.785798683	495.0					
T	14.061405649	120.785667831	491.9					
T	14.061456423	120.785563149	488.8					
T	14.061456423	120.785406127	486.5					
T	14.061583359	120.785379955	483.8					
T	14.061735684	120.785379952	480.1					
T	14.061786459	120.785379952	478.5					
T	14.061964171	120.785432290	473.1					
T	14.062065721	120.785484629	470.1					
T	14.062141885	120.785563140	468.0					
T	14.062268823	120.785641650	464.1					
T	14.062421149	120.785746330	459.4					
T	14.062548088	120.785824841	455.7					
T	14.062675027	120.785903351	452.1					
T	14.062776579	120.785955692	449.2					
T	14.062852742	120.786034203	446.8					
T	14.062954294	120.786112714	443.6					
T	14.063055846	120.786191226	440.5					
T	14.063132010	120.786295908	437.8					
T	14.063233563	120.786400591	434.4					
T	14.063309727	120.786505273	431.6					
T	14.063436668	120.786662298	427.1					
T	14.063462056	120.786740810	427.2					
T	14.063588998	120.786871665	425.2					
T	14.063690552	120.787028690	424.4					
T	14.063741329	120.787133374	424.4					
T	14.063792106	120.787238058	424.4					
T	14.063817495	120.787342742	425.1					
T	14.063842883	120.787447426	425.8					
T	14.063944437	120.787604452	428.1					
T	14.063995215	120.787735308	432.4					
T	14.063995215	120.787866163	437.9					
T	14.064020604	120.787970847	441.8					
T	14.064020605	120.788101703	447.4					
T	14.064020606	120.788232558	452.9					
T	14.063995219	120.788494268	465.0					
T	14.063969832	120.788677465	473.8					
T	14.063969833	120.788808321	479.9					
T	14.063944446	120.788965347	487.3					
T	14.063893672	120.789279399	492.9					
T	14.063842897	120.789384082	489.2					
T	14.063792121	120.789541107	483.7					
T	14.063741345	120.789671962	478.9					
T	14.063690570	120.789802816	474.0					
T	14.063614406	120.789907498	469.7					
T	14.063512853	120.789986008	466.0					
T	14.063487466	120.790090692	459.9					
T	14.063360526	120.790143030	455.8					
T	14.063208198	120.790195367	452.6					
T	14.063157422	120.790273878	448.2					
T	14.063081258	120.790352389	443.9					
T	14.062954319	120.790457068	438.4					
T	14.062878156	120.790561750	433.0					
T	14.062725829	120.790640257	429.5					
T	14.062598890	120.790718765	426.2					
T	14.062522727	120.790771105	424.0					
T	14.062345014	120.790875781	419.6					
T	14.062243463	120.790954290	416.7					
T	14.062116525	120.791006627	414.9					
T	14.061989587	120.791058964	413.1					
T	14.061913424	120.791111303	411.3					
T	14.061811874	120.791137470	410.4					
T	14.061710325	120.791268320	405.7					
T	14.061608774	120.791268316	406.8					
T	14.061431062	120.791294479	408.8					
T	14.061354901	120.791372989	407.2					
T	14.061253351	120.791372985	408.9					
T	14.061151802	120.791372981	410.6					
T	14.061024864	120.791320634	414.7					
T	14.060897928	120.791320630	416.8					
T	14.060770992	120.791346795	417.6					
T	14.060669443	120.791346791	418.9					
T	14.060542508	120.791346786	420.4					
T	14.060364798	120.791346780	422.5					
T	14.060288637	120.791346777	423.4					
T	14.060187089	120.791346773	424.7					
T	14.060034766	120.791346767	426.5					
T	14.059857058	120.791346761	429.8					
T	14.059704737	120.791346756	432.9					
T	14.059552415	120.791346750	435.9					
T	14.059450868	120.791346746	438.0					
T	14.059298548	120.791346741	441.1					
T	14.059171614	120.791320567	444.5					
T	14.059070067	120.791294393	446.1					
T	14.058917747	120.791268217	447.9					
T	14.058765428	120.791242042	449.7					
T	14.058638495	120.791189698	452.3					
T	14.058486175	120.791137353	455.1					
T	14.058333857	120.791137348	456.1					
T	14.058206924	120.791137344	457.1					
T	14.058054605	120.791111170	459.2					
T	14.057902287	120.791111165	460.4					
T	14.057749969	120.791111161	461.7					
T	14.057623037	120.791111157	462.7					
T	14.057496106	120.791111153	463.7					
T	14.057343788	120.791111149	465.5					
T	14.057216857	120.791111145	466.9					
T	14.057064539	120.791137311	467.9					
T	14.056886836	120.791189646	468.5					
T	14.056759905	120.791215812	469.3					
T	14.056632974	120.791241978	469.8					
T	14.056531429	120.791294315	468.6					
T	14.056404499	120.791320481	468.3					
T	14.056277568	120.791398987	466.7					
T	14.056201409	120.791451324	465.6					
T	14.056074479	120.791451321	466.1					
T	14.055947548	120.791503656	465.3					
T	14.055820618	120.791529823	465.4					
T	14.055744460	120.791555990	466.6					
T	14.055642916	120.791582157	468.4					
T	14.055541371	120.791582155	470.7					
T	14.055389056	120.791608320	473.6					
T	14.055236739	120.791686825	475.0					
T	14.055109809	120.791712991	477.1					
T	14.054957493	120.791765326	478.3					
T	14.054779791	120.791791491	479.3					
T	14.054551318	120.791843824	480.3					
T	14.054399002	120.791896159	480.7					
T	14.054297458	120.791922327	481.3					
T	14.054221299	120.792000833	480.5					
T	14.054145141	120.792053170	480.8					
T	14.054119754	120.792157848	479.4					
T	14.054018207	120.792367201	477.9					
T	14.053992820	120.792471879	476.2					
T	14.054043590	120.792602729	474.2					
T	14.054145132	120.792655071	471.9					
T	14.054272062	120.792655074	469.8					
T	14.054398992	120.792655078	467.8					
T	14.054525920	120.792707421	466.5					
T	14.054576692	120.792707423	465.8					
T	14.054779780	120.792707429	463.0					
T	14.054982868	120.792707436	460.2					
T	14.055084412	120.792707439	459.1					
T	14.055287500	120.792707445	457.0					
T	14.055465202	120.792707451	455.2					
T	14.055617519	120.792707456	453.7					
T	14.055719063	120.792707460	452.6					
T	14.055845994	120.792681295	450.6					
T	14.055947539	120.792628958	447.7					
T	14.056049083	120.792576622	445.2					
T	14.056226788	120.792471948	442.4					
T	14.056404491	120.792367274	442.9					
T	14.056582196	120.792184091	445.7					
T	14.056759900	120.792000908	448.4					
T	14.057013764	120.791817726	449.3					
T	14.057242241	120.791608374	450.9					
T	14.057496105	120.791320513	456.7					
T	14.057775355	120.791084991	462.4					
T	14.057876901	120.790901805	467.9					
T	14.058029219	120.790797129	470.8					
T	14.058130765	120.790692452	474.9					
T	14.058232311	120.790587775	479.1					
T	14.058359244	120.790509269	482.0					
T	14.058460789	120.790430761	484.9					
T	14.058587722	120.790326084	488.9					
T	14.058714654	120.790247578	491.7					
T	14.058790814	120.790116730	497.2					
T	14.058841587	120.790012051	501.8					
T	14.058993906	120.789907374	505.1					
T	14.059120839	120.789855037	506.3					
T	14.059298546	120.789724191	511.2					
T	14.059425479	120.789645683	514.9					
T	14.059603186	120.789541007	520.4					
T	14.059704733	120.789462499	524.9					
T	14.059857053	120.789357821	531.6					
T	14.059933213	120.789253142	538.2					
T	14.060110920	120.788965274	550.6					
T	14.060187081	120.788860594	553.9					
T	14.060314015	120.788782086	555.4					
T	14.060415562	120.788703577	557.4					
T	14.060517110	120.788651238	558.3					
T	14.060694820	120.788572730	559.4					
T	14.060796368	120.788520391	560.5					
T	14.060897915	120.788441881	559.6					
T	14.060974077	120.788363371	557.7					
T	14.061202561	120.788180182	540.8					
T	14.061354884	120.788075502	529.7					
T	14.061507207	120.787996992	519.5					
T	14.061684919	120.787918483	508.7					
T	14.061761081	120.787787631	505.4					
T	14.061862630	120.787709121	500.8					
T	14.062014954	120.787578269	493.5					
T	14.062141892	120.787499758	487.2					
T	14.062294217	120.787395077	477.8					
T	14.062421155	120.787316566	470.2					
T	14.062471930	120.787238054	466.3					
T	14.062573480	120.787133372	460.5					
T	14.062598868	120.787028689	457.8					
T	14.062649643	120.786871665	453.4					
T	14.062624254	120.786766983	452.2					
T	14.062624254	120.786714642	451.3					
T	14.062598866	120.786609959	451.4					
T	14.062497314	120.786452936	454.9					
T	14.062471926	120.786348254	456.3					
T	14.062421150	120.786269742	458.6					
T	14.062344988	120.786165060	461.8					
T	14.062218049	120.786112720	466.7					
T	14.062167274	120.786034209	468.5					
T	14.062065723	120.785929528	471.9					
T	14.061964172	120.785877188	475.2					
T	14.061888010	120.785798677	477.4					
T	14.061786460	120.785746338	480.5					
T	14.061684910	120.785667828	483.4					
T	14.061507198	120.785536978	487.2					
T	14.061354874	120.785458469	489.5					
T	14.061253325	120.785379959	489.8					
T	14.061101001	120.785301451	490.3					
T	14.060974065	120.785222942	489.4					
T	14.060897903	120.785196773	489.3					
T	14.060745581	120.785170605	486.7					
T	14.060644032	120.785118266	481.8					
T	14.060567871	120.785092097	478.6					
T	14.060440936	120.785065929	473.9					
T	14.060364776	120.785065931	471.8					
T	14.060212454	120.785013593	464.8					
T	14.060110906	120.785013595	461.9					
T	14.059958585	120.785013597	457.9					
T	14.059806264	120.785013600	454.7					
T	14.059730104	120.785013601	453.2					
T	14.059628557	120.785013603	451.1					
T	14.059450850	120.785013606	447.4					
T	14.059298530	120.785013608	444.2					
T	14.059146210	120.784987441	440.0					
T	14.059044664	120.784935103	435.6					
T	14.058892344	120.784908936	431.3					
T	14.058740026	120.784882768	427.1					
T	14.058587707	120.784856601	422.9					
T	14.058460774	120.784804264	418.3					
T	14.058359229	120.784804266	416.2					
T	14.058232297	120.784778098	413.9					
T	14.058105365	120.784699591	410.7					
T	14.057978433	120.784673424	409.5					
T	14.057876887	120.784621086	408.2					
T	14.057800728	120.784594918	407.7					
T	14.057724569	120.784516411	406.8					
T	14.057572252	120.784464074	407.0					
T	14.057445321	120.784437907	409.9					
T	14.057293003	120.784385571	417.2					
T	14.057140686	120.784280896	424.8					
T	14.056988368	120.784176221	432.7					
T	14.056861437	120.784097715	440.8					
T	14.056709120	120.784019210	450.2					
T	14.056683734	120.783966871	452.7					
T	14.056556803	120.783888366	459.7					
T	14.056429872	120.783809860	465.7					
T	14.056302941	120.783705185	471.0					
T	14.056176010	120.783600510	475.2					
T	14.056074465	120.783495835	477.7					
T	14.055896763	120.783417331	480.9					
T	14.055845990	120.783364993	481.2					
T	14.055719060	120.783286488	478.0					
T	14.055617516	120.783260321	475.7					
T	14.055465200	120.783207986	471.6					
T	14.055312883	120.783129482	466.3					
T	14.055185953	120.783050977	461.1					
T	14.055084409	120.782998641	457.0					
T	14.054982865	120.782972474	454.1					
T	14.054805163	120.782867801	448.9					
T	14.054678234	120.782841635	447.3					
T	14.054500532	120.782763132	444.1					
T	14.054373602	120.782684627	441.5					
T	14.054272058	120.782632291	440.1					
T	14.054119743	120.782606126	441.2					
T	14.053992813	120.782553791	445.1					
T	14.053865884	120.782527625	449.7					
T	14.053738955	120.782527628	454.8					
T	14.053612027	120.782527631	459.9					
T	14.053535869	120.782527633	463.0					
T	14.053383555	120.782527636	469.1					
T	14.053231241	120.782527640	474.7					
T	14.053078926	120.782527644	480.1					
T	14.052901226	120.782527648	486.4					
T	14.052825069	120.782527650	489.1					
T	14.052647369	120.782527654	495.3					
T	14.052469670	120.782527658	499.5					
T	14.052368127	120.782527660	496.2					
T	14.052241198	120.782527663	492.1					
T	14.052088884	120.782501497	486.2					
T	14.051961954	120.782449162	480.8					
T	14.051860411	120.782449164	477.4					
T	14.051733482	120.782422998	472.6					
T	14.051631939	120.782396831	469.3					
T	14.062878137	120.787813811	461.6					
T	14.062751198	120.787709127	463.7					
T	14.062624258	120.787630614	466.9					
T	14.062497319	120.787499760	470.1					
T	14.062395768	120.787447418	474.0					
T	14.062192666	120.787316565	481.1					
T	14.062116503	120.787238053	483.2					
T	14.061964177	120.787159541	488.9					
T	14.061862628	120.787081030	492.2					
T	14.061786465	120.787054859	495.2					
T	14.061608753	120.787002518	502.4					
T	14.061557978	120.786976348	504.1					
T	14.061431041	120.786950177	509.2					
T	14.061380266	120.786924007	510.8					
T	14.061253330	120.786897837	515.7					
T	14.061151781	120.786845496	518.7					
T	14.060999458	120.786819326	524.5					
T	14.060872522	120.786766986	528.4					
T	14.060644038	120.786740816	533.0					
T	14.060491716	120.786662306	533.4					
T	14.060339394	120.786609967	534.6					
T	14.060136299	120.786557627	536.0					
T	14.059958591	120.786479118	532.3					
T	14.059679336	120.786400610	514.5					
T	14.059527016	120.786374440	505.8					
T	14.059349309	120.786295932	494.0					
T	14.059120829	120.786165084	479.1					
T	14.059019283	120.786138915	474.5					
T	14.058892350	120.786112746	469.1					
T	14.058740031	120.786060408	461.8					
T	14.058587712	120.786008070	454.4					
T	14.058460780	120.785981901	448.9					
T	14.058359235	120.785981902	445.1					
T	14.058308462	120.785981902	444.0					
T	14.058156144	120.785955734	442.3					
T	14.057953053	120.785903396	439.5					
T	14.057851508	120.785877228	438.1					
T	14.057724577	120.785824890	435.8					
T	14.057546873	120.785772552	433.3					
T	14.057419942	120.785720214	432.6					
T	14.057089922	120.785667879	436.9					
T	14.056912219	120.785589372	439.1					
T	14.056836061	120.785510865	439.9					
T	14.056810674	120.785406188	439.6					
T	14.056683744	120.785327681	442.7					
T	14.056607585	120.785223005	444.6					
T	14.056582198	120.785144497	445.3					
T	14.056480654	120.785092159	448.7					
T	14.056353723	120.784961314	454.2					
T	14.056252179	120.784882808	459.2					
T	14.056125249	120.784804302	465.6					
T	14.055998319	120.784725796	472.3					
T	14.055820616	120.784621122	482.0					
T	14.055693687	120.784568785	486.7					
T	14.055541370	120.784464111	492.3					
T	14.055465213	120.784437943	494.4					
T	14.055287511	120.784385607	498.8					
T	14.055160582	120.784359440	501.6					
T	14.055033653	120.784307104	504.0					
T	14.054855951	120.784228600	501.8					
T	14.054678251	120.784176264	498.0					
T	14.054475164	120.784123930	492.2					
T	14.054373620	120.784045424	487.2					
T	14.054221305	120.783966920	481.3					
T	14.054018219	120.783940754	479.7					
T	14.053891290	120.783888419	478.5					
T	14.053789747	120.783862251	478.3					
T	14.053662818	120.783836084	478.4					
T	14.053535889	120.783783749	478.3					
