type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.043584592	120.788049281	491.3					
T	14.043787688	120.788049281	493.8					
T	14.044016171	120.788049280	496.7					
T	14.044193879	120.788049279	498.2					
T	14.044396974	120.788049278	495.1					
T	14.044549295	120.787996941	491.7					
T	14.044676229	120.787970773	489.0					
T	14.044853936	120.787918436	484.4					
T	14.045031642	120.787892267	480.4					
T	14.045183962	120.787866098	478.3					
T	14.045310895	120.787839929	476.3					
T	14.045488600	120.787813761	473.9					
T	14.045666306	120.787787592	471.5					
T	14.045793238	120.787735255	468.5					
T	14.045970943	120.787735255	470.5					
T	14.046174033	120.787735254	473.8					
T	14.046351737	120.787735254	476.8					
T	14.046504055	120.787735253	479.3					
T	14.046681758	120.787735253	482.5					
T	14.046834075	120.787761421	488.6					
T	14.047037164	120.787787589	496.4					
T	14.047189481	120.787866093	503.1					
T	14.047341797	120.787892261	509.0					
T	14.047494113	120.787892261	514.5					
T	14.047646429	120.787944598	516.0					
T	14.047773359	120.787944598	516.6					
T	14.047976447	120.787918429	517.0					
T	14.048154149	120.787892260	517.1					
T	14.048357236	120.787892260	517.4					
T	14.048585709	120.787892260	513.8					
T	14.048788795	120.787918429	511.5					
T	14.049017267	120.787996934	510.9					
T	14.049245739	120.788049271	509.8					
T	14.049398053	120.788101608	509.9					
T	14.049575754	120.788153945	509.5					
T	14.049931153	120.788206282	506.3					
T	14.050134239	120.788206282	510.6					
T	14.050616567	120.788206283	529.4					
T	14.050845038	120.788206284	538.4					
T	14.051048123	120.788206284	548.4					
T	14.051276593	120.788206285	559.7					
T	14.051454293	120.788180116	567.4					
T	14.051682763	120.788180117	577.9					
T	14.051962005	120.788153949	576.6					
T	14.052190476	120.788153950	576.4					
T	14.052393561	120.788127782	576.2					
T	14.052622031	120.788127783	571.9					
T	14.052875887	120.788127783	562.8					
T	14.053028201	120.788075446	557.6					
T	14.053231286	120.788049278	550.4					
T	14.053408986	120.787918434	544.8					
T	14.053662842	120.787866097	537.1					
T	14.053916699	120.787813760	528.4					
T	14.054119784	120.787761423	520.5					
T	14.054322870	120.787709085	515.2					
T	14.054754427	120.787709086	508.7					
T	14.054982899	120.787709087	505.3					
T	14.055312914	120.787682919	507.1					
T	14.055896788	120.787682921	512.9					
T	14.056176033	120.787682921	517.3					
T	14.056429893	120.787682922	521.3					
T	14.056658367	120.787682923	524.9					
T	14.056912227	120.787709093	518.5					
T	14.057115316	120.787761433	514.9					
T	14.057318404	120.787787604	510.4					
T	14.057521494	120.787839944	508.9					
T	14.057699197	120.787892284	516.4					
T	14.057876901	120.787918454	522.4					
T	14.058105378	120.787970795	531.1					
T	14.058384627	120.788049306	542.9					
T	14.058562333	120.788101647	551.0					
T	14.058841584	120.788180159	562.7					
T	14.059044676	120.788206330	569.2					
T	14.059273156	120.788258672	574.9					
T	14.059476249	120.788311014	577.2					
T	14.059653956	120.788337186	578.0					
T	14.059907823	120.788389529	576.4					
T	14.060034758	120.788415700	575.1					
T	14.060187079	120.788441872	572.0					
T	14.060339401	120.788494214	567.8					
T	14.060644045	120.788546559	561.3					
T	14.060745594	120.788572731	558.7					
T	14.060948690	120.788598904	549.8					
T	14.061126401	120.788625077	539.2					
T	14.061253338	120.788625078	532.3					
T	14.061405661	120.788625081	524.1					
T	14.061557985	120.788625083	515.9					
T	14.061811860	120.788625087	505.3					
T	14.062014959	120.788651261	498.9					
T	14.062141898	120.788651263	494.8					
T	14.062268836	120.788651265	490.7					
T	14.062395774	120.788651267	486.6					
T	14.062548100	120.788651269	482.8					
T	14.062649652	120.788651271	481.9					
T	14.062751203	120.788598931	479.5					
T	14.062878142	120.788598933	478.2					
T	14.062954306	120.788651276	479.1					
T	14.063030470	120.788703619	480.1					
T	14.063411292	120.788939164	486.9					
T	14.063614399	120.789070024	492.2					
T	14.063817507	120.789227055	494.5					
T	14.063842896	120.789305569	491.9					
T	14.063868285	120.789384083	489.3					
T	14.063842898	120.789514937	484.8					
T	14.063715956	120.789541105	483.3					
T	14.063665179	120.789541104	483.1					
T	14.063512850	120.789567271	481.5					
T	14.063335133	120.789593437	479.6					
T	14.063233581	120.789593434	479.5					
T	14.063106640	120.789593431	479.3					
T	14.063005088	120.789593428	479.2					
T	14.062776597	120.789593422	478.9					
T	14.062700433	120.789593420	478.9					
T	14.062598882	120.789593418	478.7					
T	14.062421167	120.789593413	479.7					
T	14.062065740	120.789593404	484.5					
T	14.061913414	120.789593400	486.6					
T	14.061583377	120.789593392	491.1					
T	14.061278729	120.789593385	495.3					
T	14.061126405	120.789593381	497.4					
T	14.060974082	120.789593378	499.4					
T	14.060796372	120.789593374	502.1					
T	14.060644049	120.789593370	505.3					
T	14.060491727	120.789593367	508.5					
T	14.060314018	120.789593363	512.3					
T	14.060136309	120.789593359	516.0					
T	14.059933214	120.789593354	518.7					
T	14.059704733	120.789593349	518.1					
T	14.059527025	120.789593346	517.6					
T	14.059323932	120.789593341	517.0					
T	14.059070066	120.789593336	517.5					
T	14.058638494	120.789593328	521.6					
T	14.058410016	120.789619493	522.6					
T	14.058181539	120.789645658	522.7					
T	14.057902289	120.789671823	522.4					
T	14.057623040	120.789724157	520.8					
T	14.057369177	120.789750322	521.1					
T	14.057115316	120.789750317	523.3					
T	14.056861454	120.789776482	524.0					
T	14.056683752	120.789854987	521.1					
T	14.056480663	120.789881153	519.8					
T	14.056226803	120.789881149	519.9					
T	14.055947557	120.789881144	520.0					
T	14.055693698	120.789881140	523.9					
T	14.055515997	120.789881137	529.0					
T	14.055312910	120.789881134	534.7					
T	14.055109823	120.789881130	540.5					
T	14.054932122	120.789881128	543.8					
T	14.054754421	120.789881125	544.5					
T	14.054576721	120.789881122	545.2					
T	14.054145163	120.789933454	545.5					
T	14.054069005	120.789933453	547.1					
T	14.053942077	120.789959620	549.0					
T	14.053789762	120.789959618	552.2					
T	14.053662834	120.789907278	556.0					
T	14.053459749	120.789881107	560.6					
T	14.053231278	120.789854935	565.0					
T	14.053205892	120.789854934	565.4					
T	14.053282048	120.790011950	561.3					
T	14.053180505	120.790011948	562.8					
T	14.052875877	120.790011945	567.2					
T	14.052774334	120.790011943	568.7					
T	14.052545863	120.790011941	572.0					
T	14.052368163	120.790011938	573.5					
T	14.052139692	120.790011936	575.2					
T	14.051987378	120.790011934	576.2					
T	14.051784293	120.790011932	577.7					
T	14.051657364	120.790011931	578.5					
T	14.051530436	120.790011929	577.9					
T	14.051352736	120.790011928	577.1					
T	14.051251193	120.790011927	576.6					
T	14.051048108	120.790011925	575.7					
T	14.050946566	120.789985755	575.6					
T	14.050667324	120.789907246	576.0					
T	14.050591167	120.789907246	576.6					
T	14.050489624	120.789854907	576.2					
T	14.050388082	120.789828738	575.9					
T	14.050261154	120.789776399	574.3					
T	14.050032683	120.789750229	572.9					
T	14.049905755	120.789697891	572.8					
T	14.049804212	120.789671722	574.4					
T	14.049575741	120.789619383	578.0					
T	14.049271112	120.789540876	582.0					
T	14.049169569	120.789514707	583.2					
T	14.049017255	120.789462369	580.5					
T	14.048839554	120.789410032	578.0					
T	14.048687240	120.789383863	577.1					
T	14.048407996	120.789253019	571.7					
T	14.048306453	120.789226850	569.9					
T	14.048077980	120.789148344	557.8					
T	14.047976437	120.789148344	554.1					
T	14.047849507	120.789096007	547.8					
T	14.047646420	120.789017502	538.8					
T	14.047544876	120.789017501	535.4					
T	14.047341788	120.788938996	529.2					
T	14.047214858	120.788886659	525.3					
T	14.047113314	120.788886659	523.2					
T	14.046935612	120.788834322	517.8					
T	14.046808681	120.788808154	514.0					
T	14.046580205	120.788808154	510.4					
T	14.046453274	120.788808154	509.9					
T	14.046300956	120.788808155	509.2					
T	14.046072479	120.788808155	508.3					
T	14.045920161	120.788808155	507.6					
T	14.045793229	120.788808155	507.4					
T	14.045691683	120.788808155	507.7					
T	14.045590137	120.788781987	507.0					
T	14.045387046	120.788755819	506.8					
T	14.045260113	120.788755819	507.3					
T	14.045158567	120.788755820	507.6					
T	14.045057020	120.788781988	508.8					
T	14.044879314	120.788808157	510.8					
T	14.044752379	120.788860494	513.4					
T	14.044625445	120.788886663	515.3					
T	14.044498511	120.788912831	517.1					
T	14.044396964	120.788939000	518.8					
T	14.044295416	120.788965169	520.4					
T	14.044193868	120.788991337	522.1					
T	14.044066933	120.788991338	523.6					
T	14.043939998	120.789017507	526.1					
T	14.043838450	120.789043675	528.5					
T	14.043686127	120.789096012	533.0					
T	14.043559191	120.789122181	536.1					
T	14.043432255	120.789148350	539.4					
T	14.043330706	120.789200687	543.3					
T	14.043254544	120.789200688	542.1					
T	14.043127606	120.789279193	543.1					
T	14.043076830	120.789331530	544.4					
T	14.043026053	120.789488541	549.8					
T	14.042975277	120.789540878	551.1					
T	14.042949886	120.789697888	556.9					
T	14.042899108	120.789854899	562.4					
T	14.042797554	120.790038079	566.9					
T	14.042772163	120.790142753	568.0					
T	14.042746775	120.790195090	568.4					
T	14.042721384	120.790299764	569.6					
T	14.042695994	120.790404438	570.9					
T	14.042670602	120.790535281	572.7					
T	14.042670593	120.790823134	577.3					
T	14.042746753	120.790901640	577.8					
T	14.042873688	120.790953976	578.3					
T	14.043051397	120.791032481	578.6					
T	14.043127556	120.791110986	578.0					
T	14.043254490	120.791189492	577.3					
T	14.043356036	120.791267997	575.7					
T	14.043584515	120.791425008	568.2					
T	14.043711449	120.791503513	564.6					
T	14.043812993	120.791608187	561.4					
T	14.043990701	120.791660525	557.4					
T	14.044219181	120.791739030	553.7					
T	14.044346116	120.791739030	552.5					
T	14.044523822	120.791817535	550.9					
T	14.044676142	120.791843704	549.5					
T	14.044853848	120.791896041	548.0					
T	14.045006168	120.791922210	546.6					
T	14.045183873	120.791974547	544.8					
T	14.045260034	120.791974547	544.0					
T	14.045463124	120.792053054	541.6					
T	14.045564670	120.792053054	540.4					
T	14.045691604	120.792053054	538.9					
T	14.045793150	120.792053054	537.8					
T	14.045894697	120.792053055	537.7					
T	14.046047015	120.792053055	538.6					
T	14.046224721	120.792053055	539.7					
T	14.046427813	120.792053056	540.9					
T	14.046859381	120.792053058	545.6					
T	14.047037085	120.792053059	548.7					
T	14.047316334	120.792053061	553.4					
T	14.047417878	120.792079230	554.7					
T	14.047544808	120.792105400	557.0					
T	14.047747897	120.792157739	561.9					
T	14.047900212	120.792210078	565.0					
T	14.048027142	120.792236248	567.9					
T	14.048382545	120.792314759	574.0					
T	14.048560247	120.792314760	574.7					
T	14.048763336	120.792314763	575.5					
T	14.048991810	120.792314765	576.4					
T	14.049220283	120.792314768	576.4					
T	14.049474143	120.792314771	573.0					
T	14.049981861	120.792314778	566.2					
T	14.050159563	120.792314781	559.9					
T	14.050337264	120.792314784	553.0					
T	14.050540350	120.792340956	544.9					
T	14.050743436	120.792367129	537.0					
T	14.051098838	120.792367135	525.9					
T	14.051327310	120.792367139	519.2					
T	14.051428855	120.792314803	516.9					
T	14.051555785	120.792262467	514.1					
T	14.051784258	120.792210132	510.9					
T	14.052190433	120.792105463	510.3					
T	14.052393520	120.792079299	509.8					
T	14.052545835	120.792053132	509.8					
T	14.052723536	120.792026967	510.1					
T	14.052901237	120.792000802	510.2					
T	14.053053551	120.792000805	509.6					
T	14.053205866	120.792000808	509.1					
T	14.053358181	120.791974642	508.6					
T	14.053662811	120.791974650	498.4					
T	14.053840512	120.791948484	493.2					
T	14.054018213	120.791948489	487.2					
T	14.054145142	120.791948492	483.0					
T	14.054551317	120.791896163	478.9					
T	14.054703633	120.791869998	477.9					
T	14.054881335	120.791817663	477.5					
T	14.055059036	120.791791498	475.9					
T	14.055185966	120.791765333	473.9					
T	14.055363668	120.791739168	470.8					
T	14.055541370	120.791713003	467.6					
T	14.055668300	120.791713006	464.8					
T	14.055846002	120.791713011	461.0					
T	14.056176021	120.791713021	459.4					
T	14.056328338	120.791686855	459.2					
T	14.056480655	120.791660690	459.1					
T	14.056658358	120.791608356	459.6					
T	14.056836062	120.791582192	457.8					
T	14.057013765	120.791582197	455.1					
T	14.057216855	120.791556033	452.9					
T	14.057419945	120.791529870	450.8					
T	14.057648422	120.791529877	448.2					
T	14.057800741	120.791477542	448.6					
T	14.058003832	120.791451378	447.7					
T	14.058156151	120.791399043	448.2					
T	14.058283083	120.791346707	449.0					
T	14.058460788	120.791294373	449.7					
T	14.058587721	120.791242036	450.8					
T	14.058714654	120.791215870	450.9					
T	14.058866974	120.791189705	450.9					
T	14.059019294	120.791163540	450.8					
T	14.059171614	120.791163545	449.8					
T	14.059323935	120.791163550	446.9					
T	14.059476255	120.791163555	443.9					
T	14.059653963	120.791163561	440.4					
T	14.059730123	120.791163564	439.0					
T	14.059958605	120.791111231	436.5					
T	14.060085540	120.791058895	436.6					
T	14.060237862	120.791006559	436.7					
T	14.060390183	120.790954223	436.8					
T	14.060517119	120.790928057	436.3					
T	14.060593280	120.790901889	436.3					
T	14.060745603	120.790849553	436.4					
T	14.060872539	120.790849558	434.7					
T	14.061024862	120.790797222	434.6					
T	14.061126411	120.790771055	434.2					
T	14.061278735	120.790744889	433.1					
T	14.061380284	120.790692551	434.3					
T	14.061456446	120.790692554	433.1					
T	14.061532609	120.790692557	432.0					
T	14.061634159	120.790692560	430.4					
T	14.061888033	120.790692569	429.4					
T	14.062040359	120.790666403	430.5					
T	14.062116522	120.790666406	430.3					
T	14.062294236	120.790587900	434.0					
T	14.062370399	120.790561732	435.1					
T	14.062421174	120.790561734	434.9					
T	14.062573501	120.790535568	435.7					
T	14.062675052	120.790430888	440.7					
T	14.062446560	120.790300026	448.1					
T	14.062395784	120.790300024	448.4					
T	14.062268846	120.790273849	450.4					
T	14.062141907	120.790247674	452.5					
T	14.061989581	120.790221499	454.7					
T	14.061786481	120.790169151	458.7					
T	14.061684930	120.790169148	459.4					
T	14.061456443	120.790169141	461.4					
T	14.061304120	120.790169137	462.8					
T	14.061151795	120.790169132	464.2					
T	14.060999472	120.790169128	465.6					
T	14.060694826	120.790169119	470.1					
T	14.060567890	120.790169116	472.8					
T	14.060440955	120.790169112	475.5					
T	14.060314020	120.790169109	478.3					
T	14.060136311	120.790169104	482.1					
T	14.059983989	120.790169100	485.2					
T	14.059882442	120.790221438	483.1					
T	14.059704735	120.790221433	484.7					
T	14.059577800	120.790247600	484.5					
T	14.059425480	120.790299936	483.3					
T	14.059120840	120.790404608	481.4					
T	14.058943133	120.790430774	481.4					
T	14.058765428	120.790483109	480.3					
T	14.058587722	120.790483104	481.6					
T	14.058410016	120.790535440	480.4					
T	14.058232311	120.790535435	481.5					
T	14.058105379	120.790561602	481.0					
T	14.057978447	120.790561599	481.7					
T	14.057775356	120.790561593	482.9					
T	14.057597652	120.790561589	483.9					
T	14.057419948	120.790561585	485.1					
T	14.057166086	120.790561578	487.2					
T	14.056810679	120.790692418	485.1					
T	14.056632976	120.790770923	483.4					
T	14.056404502	120.790797087	482.4					
T	14.055972939	120.790849416	480.6					
T	14.055719079	120.790849410	483.8					
T	14.055490605	120.790849405	490.1					
T	14.055338290	120.790849402	494.3					
T	14.055160589	120.790849398	499.1					
T	14.054982887	120.790849394	503.7					
T	14.054830572	120.790849391	505.4					
T	14.054678257	120.790823218	507.9					
T	14.054475171	120.790823214	510.1					
T	14.054297471	120.790744703	514.9					
T	14.054119770	120.790718530	518.2					
T	14.053942070	120.790718527	522.2					
T	14.053688213	120.790718523	528.0					
T	14.053535898	120.790718520	531.4					
T	14.053358198	120.790718517	535.4					
T	14.053180498	120.790718514	538.5					
T	14.053002798	120.790718511	541.4					
T	14.052875869	120.790692340	544.4					
T	14.052698170	120.790639999	549.0					
T	14.052596627	120.790639997	550.7					
T	14.052469700	120.790561489	554.9					
T	14.052368157	120.790561487	555.0					
T	14.052266615	120.790509148	557.0					
T	14.052165072	120.790482977	558.1					
T	14.052038144	120.790482975	558.4					
T	14.051911216	120.790430636	560.7					
T	14.051733517	120.790404465	562.3					
T	14.051555818	120.790325956	565.7					
T	14.051352733	120.790299785	566.6					
T	14.051149647	120.790299783	566.5					
T	14.050921176	120.790299780	566.4					
T	14.050667319	120.790299778	570.1					
T	14.050311919	120.790273606	578.3					
T	14.050032675	120.790273603	584.3					
T	14.049423416	120.790273599	608.5					
T	14.049144172	120.790273597	618.6					
T	14.048611068	120.790273594	612.1					
T	14.048382595	120.790273592	609.3					
T	14.048230279	120.790247423	604.4					
T	14.048052578	120.790221254	597.1					
T	14.047798717	120.790221253	586.8					
T	14.047646401	120.790221252	580.7					
T	14.047494085	120.790221252	574.7					
T	14.047367153	120.790273588	573.0					
T	14.047138677	120.790299756	570.1					
T	14.046910201	120.790299756	567.3					
T	14.046681725	120.790299755	564.4					
T	14.046453248	120.790325924	562.1					
T	14.046173998	120.790325923	559.5					
T	14.046047065	120.790378260	558.3					
T	14.045894746	120.790404429	557.0					
T	14.045793200	120.790404429	556.4					
T	14.045691653	120.790430597	556.3					
T	14.045513946	120.790456766	556.0					
T	14.045387014	120.790456766	555.8					
T	14.045260081	120.790456766	555.5					
T	14.045107760	120.790482934	555.3					
T	14.044955438	120.790535272	555.5					
T	14.044803118	120.790561441	556.4					
T	14.044676181	120.790666115	557.2					
T	14.044396922	120.790796958	558.2					
T	14.044269986	120.790823127	558.7					
T	14.044066888	120.790901634	561.4					
T	14.043990725	120.790953971	563.1					
T	14.043914561	120.791032477	564.5					
T	14.043863786	120.791084814	565.3					
T	14.043686072	120.791215658	568.4					
T	14.043609907	120.791294164	569.3					
T	14.043559130	120.791372670	569.5					
T	14.043482964	120.791477346	569.8					
T	14.043381412	120.791582021	570.4					
T	14.043330633	120.791686696	570.0					
T	14.043305243	120.791765202	570.1					
T	14.043305239	120.791869877	570.0					
T	14.043229072	120.791974553	570.5					
T	14.043203678	120.792131565	570.5					
T	14.043229058	120.792288578	570.2					
T	14.043305216	120.792393253	569.4					
T	14.043381374	120.792471759	568.3					
T	14.043508301	120.792681110	567.4					
T	14.043584459	120.792759617	566.6					
T	14.043660616	120.792864292	565.8					
T	14.043736771	120.792995137	565.1					
T	14.043863701	120.793125981	563.3					
T	14.043990631	120.793230657	561.2					
T	14.044117561	120.793361502	559.2					
T	14.044295267	120.793440009	557.3					
T	14.044447586	120.793492347	555.9					
T	14.044498359	120.793518516	555.5					
T	14.044676066	120.793570854	553.7					
T	14.044777613	120.793597024	552.7					
T	14.044879161	120.793597024	551.4					
T	14.045006095	120.793597024	549.8					
T	14.045107643	120.793597024	548.0					
T	14.045310739	120.793570855	544.2					
T	14.045412287	120.793544686	542.3					
T	14.045539221	120.793544686	540.1					
T	14.045640768	120.793544686	538.4					
T	14.045793089	120.793544687	535.7					
T	14.045869249	120.793544687	534.5					
T	14.046097727	120.793570857	531.4					
T	14.046275433	120.793570858	529.0					
T	14.046453139	120.793570859	526.6					
T	14.046681621	120.793492353	524.5					
T	14.046783167	120.793492354	524.5					
T	14.046910101	120.793466185	524.8					
T	14.047214740	120.793413849	525.6					
T	14.047417830	120.793413851	525.7					
T	14.047570150	120.793361514	527.3					
T	14.047747856	120.793309177	530.4					
T	14.047824015	120.793309178	531.2					
T	14.047925561	120.793283011	533.2					
T	14.048077880	120.793230673	536.8					
T	14.048179426	120.793204505	539.0					
T	14.048331745	120.793152169	542.9					
T	14.048509450	120.793099833	545.6					
T	14.048661768	120.793047496	548.0					
T	14.048839473	120.792968991	551.4					
T	14.049067949	120.792916656	553.8					
T	14.049296426	120.792838151	556.0					
T	14.049550287	120.792811986	555.6					
T	14.049854920	120.792759652	555.6					
T	14.050108781	120.792681149	553.4					
T	14.050362641	120.792628814	546.2					
T	14.050616502	120.792550311	539.4					
T	14.051124223	120.792393305	524.9					
T	14.051352698	120.792288632	519.4					
T	14.051581171	120.792236298	513.8					
T	14.051784259	120.792157794	511.9					
T	14.052012732	120.792105460	511.4					
T	14.052215820	120.792026956	512.3					
T	14.052418908	120.791948452	513.8					
T	14.052723539	120.791817612	517.0					
T	14.053028170	120.791739111	518.1					
T	14.053459730	120.791608273	515.3					
T	14.053916676	120.791477437	502.2					
T	14.054195922	120.791346596	497.3					
T	14.054449782	120.791163416	500.3					
T	14.054830571	120.790927899	503.2					
T	14.055033659	120.790875565	501.9					
T	14.055262132	120.790823231	497.2					
T	14.055668308	120.790692392	491.3					
T	14.055871396	120.790640058	488.6					
T	14.056302958	120.790535389	492.6					
T	14.056556819	120.790483055	494.5					
T	14.056836067	120.790430722	495.1					
T	14.057089928	120.790352219	496.3					
T	14.057343790	120.790273715	497.6					
T	14.057826130	120.790142877	500.9					
T	14.058054607	120.790090543	502.6					
T	14.058283084	120.789985868	506.8					
T	14.058536949	120.789907364	508.6					
T	14.058790814	120.789828860	510.1					
T	14.059044679	120.789776525	510.2					
T	14.059349319	120.789698022	512.4					
T	14.059628573	120.789619518	516.5					
T	14.059882440	120.789541013	521.5					
T	14.060110922	120.789488677	522.8					
T	14.060339405	120.789436341	521.4					
T	14.060491726	120.789384004	521.6					
T	14.060694822	120.789226987	527.6					
T	14.060872532	120.789148479	529.0					
T	14.060999467	120.789069970	529.3					
T	14.061101016	120.789017632	528.2					
T	14.061202564	120.788965293	526.5					
T	14.061304114	120.788939124	523.7					
T	14.061380275	120.788886785	521.8					
T	14.061507212	120.788886787	517.0					
T	14.061583374	120.788860618	514.2					
T	14.061761086	120.788860621	508.3					
T	14.061938798	120.788860624	503.4					
T	14.062040348	120.788834455	500.3					
T	14.062218061	120.788834458	495.3					
T	14.062268837	120.788834459	493.9					
T	14.062446550	120.788834463	488.9					
T	14.062573489	120.788808294	486.4					
T	14.062700428	120.788782126	484.9					
T	14.062827367	120.788755957	483.3					
T	14.062954306	120.788729789	481.6					
T	14.063055858	120.788677449	479.0					
T	14.063132022	120.788625108	476.5					
T	14.063233573	120.788546598	472.6					
T	14.063258961	120.788389573	466.3					
T	14.063284348	120.788311061	463.2					
T	14.063309735	120.788023181	455.0					
T	14.063309734	120.787892327	451.5					
T	14.063258956	120.787630618	446.0					
T	14.063208180	120.787525935	445.1					
T	14.063106626	120.787238056	444.5					
T	14.063055849	120.787133373	444.7					
T	14.062979685	120.786950177	444.5					
T	14.062903521	120.786845494	445.2					
T	14.062776581	120.786609958	446.3					
T	14.062675029	120.786479106	449.7					
T	14.062624253	120.786400594	451.5					
T	14.062497314	120.786322083	455.4					
T	14.062370376	120.786243572	460.7					
T	14.062268825	120.786191231	464.8					
T	14.062167274	120.786165062	468.7					
T	14.061989561	120.786112722	475.4					
T	14.061913398	120.786112723	478.3					
T	14.061659524	120.786112725	488.0					
T	14.061456425	120.786034215	494.9					
T	14.061354876	120.786008046	498.5					
T	14.061126391	120.785981878	506.9					
T	14.061024842	120.785955708	510.4					
T	14.060897906	120.785955710	515.2					
T	14.060745584	120.785929541	516.4					
T	14.060593261	120.785929542	515.0					
T	14.060440939	120.785929544	513.6					
T	14.060237844	120.785929546	511.6					
T	14.059983975	120.785903378	507.5					
T	14.059704721	120.785877210	494.4					
T	14.059476240	120.785877213	484.6					
T	14.059349308	120.785929554	481.1					
T	14.059196988	120.786008065	477.0					
T	14.059019282	120.786034236	471.1					
T	14.058714645	120.786060408	460.8					
T	14.058536939	120.786060409	454.3					
T	14.058232303	120.786086581	447.2					
T	14.058054599	120.786112752	446.9					
T	14.057876896	120.786165093	447.5					
T	14.057673806	120.786217433	447.7					
T	14.057419945	120.786295943	450.4					
T	14.057191470	120.786374453	457.6					
T	14.056988382	120.786426793	463.8					
T	14.056709136	120.786505302	473.1					
T	14.056480662	120.786609980	477.6					
T	14.056252189	120.786662320	478.4					
T	14.056074487	120.786766997	481.3					
T	14.055871400	120.786793167	480.8					
T	14.055693700	120.786845506	484.2					
T	14.055541385	120.786871675	486.7					
T	14.055389070	120.786897845	489.1					
T	14.055262141	120.786924014	490.9					
T	14.055109826	120.786976352	493.1					
T	14.054957512	120.787107198	496.5					
T	14.054754426	120.787185705	502.5					
T	14.054551341	120.787264212	507.4					
T	14.054475184	120.787290381	509.0					
T	14.054373641	120.787316550	511.0					
T	14.054272098	120.787342719	512.8					
T	14.054145170	120.787368888	515.4					
T	14.054018242	120.787395057	520.2					
T	14.053713614	120.787499733	531.6					
T	14.053459757	120.787499732	542.5					
T	14.053332829	120.787473563	548.2					
T	14.053180515	120.787473563	553.9					
T	14.053053587	120.787447394	558.5					
T	14.052875888	120.787447394	564.9					
T	14.052698189	120.787447394	571.4					
T	14.052571261	120.787447394	576.0					
T	14.052393561	120.787447394	574.9					
T	14.052190477	120.787421226	567.3					
T	14.052038163	120.787395057	561.5					
T	14.051708150	120.787290382	548.1					
T	14.051530451	120.787290383	540.1					
T	14.051352752	120.787264214	530.9					
T	14.051200438	120.787264214	523.5					
T	14.051022739	120.787264215	514.8					
T	14.050845039	120.787264215	506.2					
T	14.050718111	120.787238046	501.6					
T	14.050565797	120.787238047	496.8					
T	14.050388098	120.787238047	491.2					
T	14.050210398	120.787238047	485.6					
T	14.050007313	120.787238048	479.3					
T	14.049854998	120.787211879	478.5					
T	14.049626527	120.787211880	478.5					
T	14.049524984	120.787211880	478.5					
T	14.049398056	120.787211880	478.6					
T	14.049220355	120.787211881	478.6					
T	14.048966498	120.787211881	482.8					
T	14.048839568	120.787264218	487.3					
T	14.048661868	120.787264219	491.0					
T	14.048534938	120.787264219	493.6					
T	14.048255694	120.787264220	498.5					
T	14.048103378	120.787264220	499.8					
T	14.047773361	120.787316557	503.9					
T	14.047621045	120.787316558	505.1					
T	14.047240255	120.787316559	496.8					
T	14.047087938	120.787316559	491.4					
T	14.046910235	120.787316560	485.1					
T	14.046732532	120.787316560	478.8					
T	14.046580215	120.787316561	474.4					
T	14.046453284	120.787316561	471.3					
T	14.046275580	120.787316561	467.1					
T	14.046097876	120.787316562	462.8					
T	14.045945557	120.787316562	459.2					
T	14.045793240	120.787316563	456.9					
T	14.045336284	120.787316564	462.2					
T	14.045209351	120.787316565	463.6					
T	14.044955485	120.787316566	467.5					
T	14.044828552	120.787316566	471.8					
T	14.044752392	120.787316566	474.3					
T	14.044447751	120.787316568	484.6					
T	14.044371591	120.787316568	487.1					
T	14.044193883	120.787316569	493.1					
T	14.044066948	120.787316569	491.0					
T	14.043965401	120.787316569	488.0					
T	14.043838467	120.787316570	484.2					
T	14.043711531	120.787316570	480.3					
T	14.043584596	120.787316571	476.5					
T	14.043457661	120.787316571	472.7					
T	14.043305338	120.787316572	468.1					
T	14.043153015	120.787316573	463.2					
T	14.043026079	120.787342741	459.4					
T	14.042949917	120.787395078	457.6					
T	14.042873755	120.787473583	456.5					
T	14.042797593	120.787578257	458.5					
T	14.042696042	120.787709098	462.3					
T	14.042619879	120.787839940	467.2					
T	14.042543716	120.787970781	472.6					
T	14.042492940	120.788101623	478.7					
T	14.042492939	120.788206296	484.2					
T	14.042467549	120.788363306	491.9					
T	14.042467547	120.788520315	498.6					
T	14.042569096	120.788572652	502.4					
T	14.042670646	120.788572651	503.5					
T	14.042924518	120.788651155	510.0					
T	14.043051454	120.788677322	512.8					
T	14.043127616	120.788703490	515.0					
T	14.043229165	120.788729658	517.6					
T	14.043356100	120.788755826	520.2					
T	14.043483035	120.788755825	519.3					
T	14.043635358	120.788755825	518.3					
T	14.043736906	120.788755824	517.6					
T	14.043863841	120.788755824	516.7					
T	14.043990776	120.788755823	515.9					
T	14.044168484	120.788808159	516.4					
T	14.044295417	120.788860495	517.1					
T	14.044473125	120.788860495	515.6					
T	14.044549285	120.788860495	515.0					
T	14.044726992	120.788886662	514.4					
T	14.044904698	120.788886662	513.0					
T	14.045082405	120.788886662	512.1					
T	14.045260112	120.788886661	511.6					
T	14.045412430	120.788886661	511.3					
T	14.045488590	120.788912829	512.0					
T	14.045666295	120.788938997	512.6					
T	14.045767840	120.788965165	513.4					
T	14.045869386	120.788991333	514.4					
T	14.046123249	120.789017502	516.6					
T	14.046478657	120.789017501	518.2					
