type	latitude	longitude	altitude (m)	color	opacity	width	name	desc	kml_folder
T	14.047849945	120.846179526	555.7						
T	14.047252572	120.847009597	527.8						
T	14.046856736	120.848045286	506.2						
T	14.046260381	120.849082066	531.2						
T	14.045863494	120.849911059	546.4						
T	14.045267122	120.850947851	505.8						
T	14.045869688	120.851151296	500.3						
T	14.046471222	120.851148039	510.2						
T	14.047670151	120.850314695	554.6						
T	14.048067034	120.849485700	550.3						
T	14.049063363	120.848240035	526.9						
T	14.050258101	120.846579884	542.1						
T	14.050855460	120.845749814	522.5						
T	14.051452814	120.844919743	541.0						
T	14.052644367	120.842639509	573.4						
T	14.053639566	120.841187172	597.3						
T	14.054233742	120.839737020	589.4						
T	14.054430051	120.838909142	589.0						
T	14.055223656	120.837251213	573.3						
T	14.055820950	120.836421160	587.4						
T	14.056218793	120.835798891	600.5						
T	14.057015522	120.834761054	590.7						
T	14.057813297	120.833929907	610.2						
T	14.059411997	120.832887695	577.7						
T	14.061010683	120.831845479	547.0						
T	14.063209785	120.830593283	518.6						
T	14.064009646	120.830175516	520.5						
T	14.065609364	120.829339981	522.3						
T	14.066610776	120.829127815	512.9						
T	14.068210485	120.828292271	497.6						
T	14.069209769	120.827666703	516.1						
T	14.070209051	120.827041133	513.6						
T	14.071007836	120.826416654	497.3						
T	14.073207950	120.825371101	450.4						
T	14.075006006	120.824121024	448.2						
T	14.077404476	120.822660937	451.7						
T	14.079604587	120.821615333	459.0						
T	14.081404780	120.820778618	382.3						
T	14.083204979	120.819941890	428.3						
T	14.084003760	120.819317362	438.9						
T	14.085803967	120.818480614	422.6						
T	14.087402608	120.817438239	410.0						
T	14.087999820	120.816608079	406.6						
T	14.089000183	120.816189135	390.4						
T	14.089798972	120.815564575	397.5						
T	14.091597060	120.814314333	401.0						
T	14.092195349	120.813690863	399.1						
T	14.092994145	120.813066281	399.4						
T	14.094791174	120.811609271	398.3						
T	14.095988844	120.810569006	398.2						
T	14.095985611	120.809948838	395.6						
T	14.095579201	120.808917449	389.9						
T	14.095173872	120.808092787	384.3						
T	14.094970126	120.807473737	381.7						
T	14.094764222	120.806441245	373.9						
T	14.093955715	120.805205385	367.8						
T	14.093551459	120.804587459	367.3						
T	14.093345548	120.803554978	360.5						
T	14.092940212	120.802730337	350.9						
T	14.092533790	120.801698981	349.2						
T	14.091927944	120.800875469	345.8						
T	14.091523687	120.800257558	340.5						
T	14.090714085	120.798815023	336.7						
T	14.090108236	120.797991526	328.0						
T	14.089302968	120.797375876	325.1						
T	14.088299368	120.797174787	333.5						
T	14.087496274	120.796972575	337.7						
T	14.086891513	120.796355809	336.9						
T	14.086487252	120.795737920	332.8						
T	14.085681989	120.795122286	326.6						
T	14.085075053	120.794092103	320.2						
T	14.084669702	120.793267507	316.0						
T	14.084265437	120.792649625	313.9						
T	14.083862259	120.792238459	303.4						
T	14.082855405	120.791417260	254.6						
T	14.082453316	120.791212810	247.3						
T	14.081245961	120.790392751	281.4						
T	14.080439603	120.789570433	260.1						
T	14.079433838	120.788955963	242.8						
T	14.078831252	120.788752650	260.9						
T	14.078027076	120.788343763	290.2						
T	14.076418725	120.787525991	309.5						
T	14.074811468	120.786914935	306.3						
T	14.072804313	120.786512856	327.6						
T	14.070596666	120.786111912	370.0						
T	14.068788913	120.785501997	373.5						
T	14.066981157	120.784892087	347.2						
T	14.065775984	120.784485481	368.8						
T	14.064571909	120.784285578	408.9						
T	14.063364530	120.783465576	392.5						
T	14.062962436	120.783261140	396.7						
T	14.061756150	120.782647839	389.0						
T	14.060749253	120.781826709	338.9						
T	14.060547652	120.781621141	335.7						
T	14.059542956	120.781213409	378.5						
T	14.058334441	120.780186716	407.3						
T	14.057531340	120.779984550	406.0						
T	14.056122309	120.778958990	351.6						
T	14.055318092	120.778550129	384.0						
T	14.053910150	120.777731269	426.5						
T	14.052300580	120.776706844	345.4						
T	14.051093113	120.775886852	285.5						
T	14.049685129	120.775067991	259.9						
T	14.048679258	120.774453561	264.7						
T	14.047272363	120.773841398	251.9						
T	14.045664948	120.773230366	255.5						
T	14.044660166	120.772822632	265.5						
T	14.043053842	120.772418294	224.9						
T	14.041648017	120.772012820	194.4						
T	14.040844842	120.771810649	203.9						
T	14.039640635	120.771610739	192.8						
T	14.038836325	120.771201865	186.4						
T	14.037431583	120.771003079	178.9						
T	14.036628385	120.770800902	173.0						
T	14.035423017	120.770394284	169.4						
T	14.034619806	120.770192104	169.0						
T	14.033616067	120.769991050	167.3						
T	14.032612323	120.769789998	163.0						
T	14.031807965	120.769381112	160.0						
T	14.030804202	120.769180057	156.0						
T	14.030002092	120.769184566	156.0						
T	14.028999450	120.769190200	153.3						
T	14.027996797	120.769195831	149.7						
T	14.026994137	120.769201460	146.9						
T	14.026193137	120.769412653	147.4						
T	14.025193864	120.770038360	150.2						
T	14.024996725	120.770659567	153.7						
T	14.025202915	120.771691905	155.1						
T	14.026214608	120.773339812	162.0						
T	14.027021239	120.774162073	161.9						
T	14.027426801	120.774986580	165.0						
T	14.028032882	120.775809958	172.5						
T	14.028838359	120.776425523	174.6						
T	14.030045996	120.777245527	181.8						
T	14.030851451	120.777861088	188.2						
T	14.033066126	120.779502203	238.2						
T	14.035681770	120.781141061	257.3						
T	14.036888198	120.781754365	278.8						
T	14.039101610	120.783188781	326.5						
T	14.040710122	120.784006516	361.5						
T	14.042319723	120.785030936	415.5						
T	14.043123962	120.785439804	453.0						
T	14.043728794	120.786056480	478.2						
T	14.045537751	120.786873094	452.7						
T	14.047748793	120.787894142	515.7						
T	14.048551900	120.788096327	520.9						
T	14.049355004	120.788298511	517.8						
T	14.050359705	120.788706258	537.9						
T	14.051163902	120.789115129	582.9						
T	14.052168594	120.789522877	585.1						
T	14.053175475	120.790343996	551.5						
T	14.054784937	120.791368433	491.2						
T	14.055790706	120.791982872	456.7						
T	14.057802228	120.793211758	423.2						
T	14.059813731	120.794440653	415.6						
T	14.060617891	120.794849539	416.4						
T	14.061823036	120.795256180	394.0						
T	14.063029269	120.795869515	412.2						
T	14.064838066	120.796686178	420.8						
T	14.066446365	120.797503971	418.1						
T	14.067251599	120.798119563	455.9						
T	14.069060383	120.798936249	440.0						
T	14.071273406	120.800370792	412.2						
T	14.072276958	120.800571889	397.7						
T	14.073081100	120.800980805	395.2						
T	14.073884159	120.801183026	386.5						
T	14.074887711	120.801384128	373.0						
T	14.076493832	120.801788575	362.5						
T	14.077899462	120.802194146	352.8						
T	14.078302619	120.802605313	349.8						
T	14.079508838	120.803218714	322.1						
T	14.080916639	120.804037709	309.1						
T	14.081720788	120.804446652	335.4						
T	14.082726517	120.805061189	350.6						
T	14.083331253	120.805677963	334.9						
T	14.084136485	120.806293625	323.0						
T	14.084743379	120.807323825	353.2						
T	14.085348113	120.807940612	367.2						
T	14.085956081	120.809177534	373.2						
T	14.085961470	120.810211084	370.7						
T	14.084961128	120.810630054	372.4						
T	14.083958635	120.810635604	354.9						
T	14.081753161	120.810647814	364.7						
T	14.080348609	120.810448880	361.3						
T	14.076733231	120.809228665	398.1						
T	14.072918461	120.808216302	437.8						
T	14.069504690	120.807201749	451.4						
T	14.067898592	120.806797272	460.6						
T	14.066491906	120.806184996	472.7						
T	14.064685314	120.805781645	491.9						
T	14.062275079	120.804968270	519.5						
T	14.060063163	120.803740424	521.7						
T	14.058255473	120.803130413	528.6						
T	14.056849846	120.802724859	511.6						
T	14.055243721	120.802320425	542.0						
T	14.053234426	120.801504866	541.0						
T	14.052632938	120.801508216	531.7						
T	14.051628283	120.801100441	529.8						
T	14.050422039	120.800487106	519.2						
T	14.048814791	120.799876008	504.4						
T	14.047008119	120.799472709	528.6						
T	14.046205028	120.799270502	537.6						
T	14.044797160	120.798451620	554.0						
T	14.043188773	120.797633859	559.3						
T	14.041380959	120.797023894	535.5						
T	14.039574215	120.796620607	571.1						
T	14.038368981	120.796213966	516.0						
T	14.036562204	120.795810680	468.6						
T	14.034955919	120.795406275	482.8						
T	14.032545363	120.794592998	463.9						
T	14.031340068	120.794186361	451.9						
T	14.030337475	120.794191947	425.4						
T	14.028730016	120.793580873	354.8						
T	14.027726306	120.793379787	343.2						
T	14.027123633	120.793176467	332.9						
T	14.025516130	120.792565392	291.8						
T	14.024711816	120.792156518	280.4						
T	14.023708068	120.791955431	269.3						
T	14.022904842	120.791753228	258.5						
T	14.021699442	120.791346586	253.7						
T	14.020694560	120.790938828	241.5						
T	14.019691881	120.790944408	228.1						
T	14.018887518	120.790535532	224.9						
T	14.017683173	120.790335556	225.8						
T	14.016479920	120.790342247	226.4						
T	14.015678847	120.790553376	219.0						
T	14.015077211	120.790556721	208.3						
T	14.013875034	120.790770076	188.1						
T	14.012873391	120.790982315	193.5						
T	14.011873950	120.791607886	203.6						
T	14.011274502	120.792024560	205.6						
T	14.010478913	120.793269010	207.6						
T	14.010485529	120.794509002	185.7						
T	14.011696553	120.795948976	208.7						
T	14.013710837	120.797591158	224.9						
T	14.015525600	120.799441113	232.1						
T	14.016131599	120.800264427	237.0						
T	14.017140853	120.801498842	255.0						
T	14.018953320	120.802935469	270.1						
T	14.019757639	120.803344345	280.9						
T	14.021567871	120.804367650	308.9						
T	14.023776955	120.804975405	373.9						
T	14.024980117	120.804968730	405.7						
T	14.026589733	120.805993155	398.8						
T	14.028197158	120.806604253	435.1						
T	14.029604041	120.807216466	417.5						
T	14.030206677	120.807419797	425.8						
T	14.032215083	120.808028679	496.1						
T	14.033821355	120.808433122	574.6						
T	14.035227098	120.808838678	589.4						
T	14.036833338	120.809243126	597.6						
T	14.039041083	120.809644244	580.1						
T	14.040647287	120.810048699	544.4						
T	14.041048296	120.810046477	542.4						
T	14.043255991	120.810447604	551.8						
T	14.045063737	120.811057631	525.0						
T	14.047071968	120.811666555	547.7						
T	14.048476536	120.811865464	536.1						
T	14.049279603	120.812067702	514.6						
T	14.050885733	120.812472182	543.4						
T	14.052693424	120.813082238	590.5						
T	14.053496481	120.813284483	586.4						
T	14.055103662	120.813895659	544.6						
T	14.056915622	120.815332465	523.7						
T	14.058120730	120.815739192	515.2						
T	14.058924848	120.816148135	512.4						
T	14.060131022	120.816761555	506.7						
T	14.063143771	120.817778418	497.1						
T	14.065151909	120.818387447	479.2						
T	14.066759060	120.818998696	465.4						
T	14.067762594	120.819199875	471.4						
T	14.068766127	120.819401057	470.5						
T	14.070775336	120.820216820	505.5						
T	14.072785617	120.821239302	501.9						
T	14.073789156	120.821440503	500.4						
T	14.074794833	120.822055107	487.3						
T	14.075999939	120.822461919	466.9						
T	14.077806535	120.822865446	445.1						
T	14.079613139	120.823268983	405.7						
T	14.081019825	120.823881432	400.1						
T	14.082627017	120.824492798	444.6						
T	14.084435785	120.825309797	459.9						
T	14.084441124	120.826343365	460.9						
T	14.084445392	120.827170221	462.8						
T	14.083645524	120.827588014	466.7						
T	14.083047223	120.828211429	464.4						
T	14.082448919	120.828834840	462.9						
T	14.082254810	120.830076211	470.0						
T	14.081855939	120.830491817	474.1						
T	14.080455635	120.831119576	482.9						
T	14.079454204	120.831331729	489.0						
T	14.078052841	120.831752770	489.8						
T	14.077251912	120.831963835	484.3						
T	14.076249424	120.831969277	481.9						
T	14.074043959	120.831981255	470.8						
T	14.072438928	120.831783264	478.7						
T	14.070832840	120.831378578	480.8						
T	14.070028737	120.830969538	490.8						
T	14.069024140	120.830561593	504.1						
T	14.068018483	120.829946955	510.7						
T	14.066409220	120.828922212	511.7						
T	14.064397906	120.827692986	520.1						
T	14.063391186	120.826871692	521.4						
T	14.062185033	120.826258197	527.5						
T	14.061379867	120.825642515	536.1						
T	14.060374205	120.825027937	537.2						
T	14.058967553	120.824415565	545.9						
T	14.056756790	120.823394233	560.0						
T	14.055751119	120.822779684	579.7						
T	14.054546015	120.822372926	576.8						
T	14.053340907	120.821966173	556.7						
T	14.052134732	120.821352744	530.6						
T	14.050930681	120.821152681	497.9						
T	14.049926060	120.820744840	478.2						
T	14.048521503	120.820545888	490.0						
T	14.046513305	120.819936898	493.2						
T	14.044907162	120.819532385	503.5						
T	14.043099438	120.818922309	488.5						
T	14.042096919	120.818927837	471.1						
T	14.039888158	120.818319986	464.4						
T	14.038082522	120.818123272	459.5						
T	14.035672135	120.817309875	448.1						
T	14.034267483	120.817110958	433.5						
T	14.032058620	120.816503138	434.2						
T	14.030655004	120.816510895	441.4						
T	14.029047645	120.815899761	391.4						
T	14.027641859	120.815494190	396.3						
T	14.026837628	120.815085295	402.7						
T	14.025031834	120.814888611	353.1						
T	14.023626002	120.814483047	321.4						
T	14.022421755	120.814283040	301.2						
T	14.021818020	120.813873042	298.7						
T	14.020613753	120.813673037	291.2						
T	14.019810543	120.813470814	281.9						
T	14.018404644	120.813065258	274.7						
T	14.017801956	120.812861926	270.3						
T	14.016798183	120.812660815	270.9						
T	14.015593859	120.812460815	261.1						
T	14.014390593	120.812467477	222.0						
T	14.013588404	120.812471919	248.4						
T	14.012385114	120.812478581	293.4						
T	14.011783463	120.812481912	297.1						
T	14.010579076	120.812281914	289.7						
T	14.009576301	120.812287467	281.2						
T	14.008776223	120.812705230	286.5						
T	14.008176688	120.813121883	296.5						
T	14.007377666	120.813746306	303.5						
T	14.006979754	120.814368508	308.3						
T	14.006982964	120.814988490	315.2						
T	14.007386227	120.815399591	322.0						
T	14.008593857	120.816219573	301.4						
T	14.008998176	120.816837337	298.2						
T	14.009603045	120.817453991	303.1						
T	14.010811699	120.818480642	312.3						
T	14.011414421	120.818683975	313.5						
T	14.012620918	120.819297307	320.7						
T	14.014630649	120.820112867	330.5						
T	14.016439790	120.820929545	309.0						
T	14.017446740	120.821750661	313.1						
T	14.018854752	120.822569566	300.4						
T	14.019255829	120.822567351	284.0						
T	14.020463279	120.823387370	283.6						
T	14.021869132	120.823792953	289.1						
T	14.023273909	120.823991874	293.8						
T	14.024078143	120.824400784	300.7						
T	14.024881313	120.824603028	323.2						
T	14.026888687	120.825005308	384.6						
T	14.028294465	120.825410910	390.1						
T	14.029098666	120.825819832	383.7						
T	14.030503364	120.826018771	371.6						
T	14.032310138	120.826422178	354.4						
T	14.033313777	120.826623333	351.6						
T	14.035321032	120.827025648	356.1						
T	14.036725675	120.827224605	376.4						
T	14.038131362	120.827630241	404.4						
T	14.039334420	120.827623631	423.6						
T	14.041542116	120.828024871	433.7						
T	14.043948178	120.828011664	409.9						
T	14.045554321	120.828416225	432.6						
T	14.047761959	120.828817496	460.5						
T	14.050570021	120.829008801	513.5						
T	14.051573574	120.829209997	536.5						
T	14.052977064	120.829202315	558.3						
T	14.054380548	120.829194635	578.2						
T	14.056586016	120.829182572	613.2						
T	14.058791472	120.829170514	585.6						
T	14.060596991	120.829367345	547.0						
T	14.061599467	120.829361870	538.3						
T	14.063605477	120.829557618	525.7						
T	14.065210495	120.829755561	524.8						
T	14.067017069	120.830159117	520.9						
T	14.068823645	120.830562685	506.1						
T	14.069427252	120.830972812	499.6						
T	14.070029798	120.831176239	489.3						
T	14.071436448	120.831788714	479.2						
T	14.072244792	120.833024586	489.5						
T	14.071846977	120.833646883	499.0						
T	14.071047109	120.834064646	507.9						
T	14.069849419	120.835104702	522.7						
T	14.068649610	120.835731342	545.5						
T	14.067448742	120.836151277	563.7						
T	14.065846879	120.836573386	563.0						
T	14.064845449	120.836785526	569.0						
T	14.062840479	120.836796408	591.2						
T	14.060234015	120.836810564	602.0						
T	14.057026045	120.836828004	614.3						
T	14.055021056	120.836838913	567.5						
T	14.053216557	120.836848737	535.5						
T	14.051813053	120.836856382	509.9						
T	14.048603972	120.836667180	503.0						
T	14.046395285	120.836059150	502.1						
T	14.043585062	120.835454427	504.2						
T	14.041778397	120.835050925	504.0						
T	14.040974266	120.834641946	520.4						
T	14.040171183	120.834439654	517.4						
T	14.038158733	120.833003869	461.0						
T	14.036549389	120.831979269	445.8						
T	14.034943177	120.831574716	431.4						
T	14.032736449	120.831380154	415.0						
T	14.031733857	120.831385662	410.1						
T	14.030529690	120.831185600	404.9						
T	14.028722893	120.830782174	390.8						
T	14.027918701	120.830373238	388.0						
T	14.027114502	120.829964305	377.9						
T	14.025307660	120.829560897	358.6						
T	14.023901855	120.829155286	394.8						
T	14.022898150	120.828954140	408.9						
T	14.020890710	120.828551854	392.3						
T	14.020087515	120.828349608	380.3						
T	14.018681646	120.827944013	369.4						
T	14.017675790	120.827329541	365.3						
T	14.017072061	120.826919526	363.3						
T	14.016267787	120.826510621	361.9						
T	14.015662995	120.825893943	357.2						
T	14.014453395	120.824660593	343.1						
T	14.014850260	120.823831715	339.8						
T	14.015249239	120.823416169	346.5						
T	14.016246670	120.822377304	350.9						
T	14.017044597	120.821546213	313.5						
T	14.018041993	120.820507349	270.7						
T	14.018442010	120.820298468	282.4						
T	14.019444695	120.820292927	305.4						
T	14.021045786	120.819664068	337.8						
T	14.023045779	120.818619662	322.6						
T	14.024845204	120.817576363	357.9						
T	14.025645173	120.817158599	359.9						
T	14.027246159	120.816529735	371.7						
T	14.029047645	120.815899761	391.4						
T	14.030048100	120.815480886	431.1						
T	14.030848030	120.815063118	454.0						
T	14.032047917	120.814436464	467.2						
T	14.034246064	120.812977591	502.2						
T	14.036445241	120.811725374	566.3						
T	14.037245125	120.811307596	598.6						
T	14.038244439	120.810682036	581.5						
T	14.039044315	120.810264254	567.0						
T	14.039844187	120.809846471	568.5						
T	14.040843479	120.809220903	546.7						
T	14.042437799	120.807351966	590.7						
T	14.044035335	120.806103029	570.8						
T	14.044435257	120.805894130	571.8						
T	14.045235099	120.805476329	581.1						
T	14.046633187	120.804435160	645.3						
T	14.048033432	120.803807333	630.0						
T	14.050233490	120.802761682	534.8						
T	14.051231634	120.801929390	523.0						
T	14.052230859	120.801303770	531.2						
T	14.053228993	120.800471464	545.3						
T	14.054428706	120.799844714	547.2						
T	14.055425742	120.798805710	515.7						
T	14.056623268	120.797765576	482.9						
T	14.058620585	120.796307573	484.2						
T	14.059819188	120.795474094	440.6						
T	14.060617891	120.794849539	416.4						
T	14.061617086	120.794223855	381.8						
T	14.063015084	120.793182530	387.4						
T	14.064613572	120.792140063	373.8						
T	14.065811070	120.791099829	408.7						
T	14.066410365	120.790683055	405.7						
T	14.068011038	120.790053936	412.6						
T	14.070209915	120.788801311	380.4						
T	14.071008612	120.788176681	363.3						
T	14.072006711	120.787344209	339.5						
T	14.072805409	120.786719563	328.7						
T	14.073403612	120.786096043	313.0						
T	14.074201215	120.785264673	293.8						
T	14.074598921	120.784642276	287.4						
T	14.074996626	120.784019874	283.1						
T	14.075395428	120.783604178	276.7						
T	14.075591538	120.782776192	266.4						
T	14.076388043	120.781738073	251.3						
T	14.077183452	120.780493219	258.1						
T	14.077380656	120.779871927	257.1						
T	14.077775060	120.778629333	242.1						
T	14.077970062	120.777594590	227.6						
T	14.078166162	120.776766559	206.6						
T	14.077761855	120.776148684	205.9						
T	14.076555541	120.775535392	239.7						
T	14.075349226	120.774922102	232.3						
T	14.073542511	120.774518970	230.5						
T	14.071132083	120.773705835	226.7						
T	14.069524760	120.773094839	213.6						
T	14.068318433	120.772481554	211.0						
T	14.067917432	120.772483843	212.4						
T	14.067114321	120.772281702	211.9						
T	14.065909098	120.771875133	203.3						
T	14.064301758	120.771264136	200.1						
T	14.063298140	120.771063140	204.4						
T	14.062897137	120.771065426	202.6						
T	14.061892404	120.770657712	196.2						
T	14.060889895	120.770663425	199.1						
T	14.058681026	120.770055849	193.6						
T	14.057877899	120.769853702	194.6						
T	14.056874266	120.769652699	201.2						
T	14.054262120	120.768633968	188.4						
T	14.052656955	120.768436376	188.4						
T	14.050851275	120.768239923	193.7						
T	14.049045582	120.768043459	191.1						
T	14.048444056	120.768046873	196.3						
T	14.047642019	120.768051423	190.4						
T	14.046237325	120.767852672	177.4						
T	14.044833747	120.767860626	165.0						
T	14.043830060	120.767659601	159.9						
T	14.043028008	120.767664141	159.4						
T	14.041624408	120.767672083	171.0						
T	14.041223380	120.767674352	173.4						
T	14.039819768	120.767682287	180.4						
T	14.038616663	120.767689084	182.2						
T	14.037213032	120.767697008	174.8						
T	14.036210433	120.767702665	169.5						
T	14.035006172	120.767502747	162.0						
T	14.034204081	120.767507268	157.2						
T	14.032599889	120.767516305	150.8						
T	14.031998309	120.767519693	150.2						
T	14.030995677	120.767525336	148.6						
T	14.030394094	120.767528720	149.3						
T	14.029392581	120.767741059	151.2						
T	14.028389927	120.767746695	149.0						
T	14.027590071	120.768164595	149.3						
T	14.027192405	120.768786939	147.8						
T	14.026394804	120.769618225	148.9						
T	14.025797731	120.770448375	153.5						
T	14.025199523	120.771071827	154.8						
T	14.025003509	120.771899719	156.4						
T	14.025012540	120.773553240	166.7						
T	14.025620898	120.774789999	165.8						
T	14.026028711	120.776027876	171.8						
T	14.027034729	120.776642319	176.4						
T	14.029648308	120.777867830	184.8						
T	14.032460099	120.778678838	210.1						
T	14.034067605	120.779289897	229.2						
T	14.036076119	120.779898704	232.3						
T	14.036879294	120.780100888	248.1						
T	14.037682464	120.780303073	282.9						
T	14.038886653	120.780503003	307.3						
T	14.039891436	120.780910746	287.0						
T	14.041297229	120.781316233	301.2						
T	14.042500281	120.781309473	341.3						
T	14.044104339	120.781300455	400.6						
T	14.045511209	120.781912629	468.3						
T	14.049123600	120.782512390	403.1						
T	14.051733437	120.783117786	500.4						
T	14.053139147	120.783523265	486.6						
T	14.055145243	120.783718661	485.3						
T	14.057355132	120.784533004	414.1						
T	14.059967097	120.785551786	488.0						
T	14.063381023	120.786566053	429.2						
T	14.066198924	120.788617210	455.0						
T	14.068007756	120.789433841	410.4						
T	14.068813016	120.790049421	405.3						
T	14.070825612	120.791485035	369.7						
T	14.071430371	120.792101752	348.3						
T	14.073442951	120.793537385	307.0						
T	14.074248199	120.794152985	283.2						
T	14.074852951	120.794769712	265.3						
T	14.076061362	120.795796472	292.0						
T	14.077066014	120.796204254	313.8						
T	14.077472439	120.797235523	339.4						
T	14.076068972	120.797243389	330.5						
T	14.074060765	120.796634522	317.5						
T	14.071451079	120.796029034	300.5						
T	14.068439320	120.795219107	332.6						
T	14.066833193	120.794814711	345.1						
T	14.065227064	120.794410316	368.7						
T	14.063620933	120.794005925	370.4						
T	14.059804990	120.792787141	403.8						
T	14.057997253	120.792177194	430.6						
T	14.056391099	120.791772812	456.9						
T	14.054783841	120.791161746	497.1						
T	14.053178767	120.790964054	532.3						
T	14.051973586	120.790557428	555.8						
T	14.050768397	120.790150803	571.8						
T	14.048961702	120.789747551	597.1						
T	14.046350783	120.788935426	514.4						
T	14.043541528	120.788537792	508.5						
T	14.041533160	120.787928980	464.9						
T	14.040528416	120.787521233	432.3						
T	14.038520007	120.786912420	408.4						
T	14.037516348	120.786711351	396.2						
T	14.035505686	120.785689177	301.9						
T	14.034099863	120.785283675	261.2						
T	14.032695135	120.785084847	248.7						
T	14.031489800	120.784678218	241.3						
T	14.030686607	120.784476026	241.6						
T	14.029280731	120.784070516	241.1						
T	14.028478635	120.784074999	244.1						
T	14.027675426	120.783872804	232.8						
T	14.026872208	120.783670608	217.9						
T	14.025466284	120.783265093	205.3						
T	14.024260871	120.782858455	198.8						
T	14.023458743	120.782862933	194.7						
T	14.022655496	120.782660733	190.2						
T	14.021250629	120.782461886	190.0						
T	14.020649017	120.782465241	187.7						
T	14.019646326	120.782470832	182.3						
T	14.018643622	120.782476421	180.5						
T	14.018245891	120.783098683	181.3						
T	14.018251472	120.784132059	182.3						
T	14.018254816	120.784752081	183.8						
T	14.018660352	120.785576542	185.8						
T	14.020071907	120.787015434	194.8						
T	14.020877384	120.787630982	202.5						
T	14.022285559	120.788449849	228.7						
T	14.023493179	120.789269833	287.9						
T	14.025101837	120.790087580	310.0						
T	14.027914714	120.791105290	340.3						
T	14.029120055	120.791511927	343.0						
T	14.030324279	120.791711891	350.6						
T	14.031327975	120.791912972	369.4						
T	14.032332762	120.792320726	399.4						
T	14.033135927	120.792522925	439.7						
T	14.034342311	120.793136233	457.7						
T	14.035548686	120.793749541	418.7						
T	14.037156066	120.794360615	416.5						
T	14.038562919	120.794972807	458.1						
T	14.041575997	120.795989403	505.7						
T	14.044789522	120.797004886	548.1						
T	14.045793122	120.797205971	531.6						
T	14.046999401	120.797819292	514.1						
T	14.048205670	120.798432617	499.9						
T	14.049211432	120.799047061	487.3						
T	14.050015603	120.799455947	492.9						
T	14.051021355	120.800070396	506.3						
T	14.052227599	120.800683731	534.3						
T	14.053232253	120.801091506	547.5						
T	14.054235817	120.801292602	554.2						
T	14.055239380	120.801493698	548.2						
T	14.056444519	120.801900362	533.8						
T	14.057849063	120.802099228	525.8						
T	14.060660308	120.802910334	519.1						
T	14.062872228	120.804138177	522.4						
T	14.064683152	120.805368268	487.7						
T	14.065689937	120.806189453	470.3						
T	14.066696719	120.807010643	461.5						
T	14.067701339	120.807418459	456.9						
T	14.068507625	120.808240774	445.9						
T	14.071123728	120.810086562	407.8						
T	14.072532562	120.811112265	388.1						
T	14.073739826	120.811932395	376.7						
T	14.075350228	120.813163717	376.6						
T	14.076959555	120.814188359	381.4						
T	14.077362693	120.814599548	376.8						
T	14.078168968	120.815421932	367.3						
T	14.076565010	120.815430773	389.2						
T	14.073556528	120.815240656	438.0						
T	14.069944435	120.814640477	427.8						
T	14.067534230	120.813826990	430.5						
T	14.065126174	120.813426900	456.2						
T	14.058901226	120.811601091	524.1						
T	14.056090010	120.810789899	547.3						
T	14.053681919	120.810389862	579.8						
T	14.051674807	120.809987610	624.0						
T	14.047861041	120.809182012	570.9						
T	14.046655889	120.808775330	572.4						
T	14.045450730	120.808368651	559.8						
T	14.043844559	120.807964199	551.7						
T	14.041836289	120.807355302	603.1						
T	14.040832684	120.807154192	586.9						
T	14.039426983	120.806748636	598.0						
T	14.037619172	120.806138639	680.0						
T	14.036211277	120.805319752	628.4						
T	14.035810254	120.805321978	610.9						
T	14.034404507	120.804916432	540.3						
T	14.032797149	120.804305333	483.3						
T	14.031391371	120.803899791	513.9						
T	14.029583453	120.803289810	517.3						
T	14.027976030	120.802678719	434.1						
T	14.026970157	120.802064289	392.5						
T	14.025964271	120.801449861	353.7						
T	14.024357883	120.801045439	333.2						
T	14.022350413	120.800643245	326.7						
T	14.020944506	120.800237711	274.7						
T	14.019336951	120.799626626	256.6						
T	14.018534802	120.799631080	246.5						
T	14.017533200	120.799843309	234.5						
T	14.016329955	120.799849987	234.8						
T	14.015328331	120.800062215	238.7						
T	14.014728881	120.800478879	243.6						
T	14.013728338	120.800897767	246.3						
T	14.012930505	120.801728866	243.2						
T	14.011533191	120.802976621	189.7						
T	14.011138609	120.804218813	231.9						
T	14.011545143	120.805249895	218.6						
T	14.012151132	120.806073205	192.6						
T	14.012351680	120.806072093	189.7						
T	14.013559301	120.806892069	212.4						
T	14.015366372	120.807295390	242.5						
T	14.017377193	120.808317585	267.9						
T	14.019390120	120.809753110	277.4						
T	14.021198160	120.810363100	301.5						
T	14.022403501	120.810769763	329.1						
T	14.023409377	120.811384201	341.5						
T	14.024614692	120.811790867	326.2						
T	14.027425256	120.812395319	410.0						
T	14.028428938	120.812596435	426.2						
T	14.029432609	120.812797552	440.3						
T	14.030638941	120.813410894	458.1						
T	14.032246287	120.814022021	473.7						
T	14.033048346	120.814017585	471.8						
T	14.034053059	120.814425376	465.7						
T	14.035055619	120.814419832	487.7						
T	14.036261901	120.815033188	508.0						
T	14.037466028	120.815233208	504.1						
T	14.040075838	120.815838818	480.7						
T	14.041078364	120.815833280	498.6						
T	14.042084098	120.816447760	512.4						
T	14.044291770	120.816848931	525.7						
T	14.046298923	120.817251215	519.5						
T	14.048506558	120.817652401	491.3						
T	14.049310689	120.818061333	481.9						
T	14.050916809	120.818465848	502.1						
T	14.051920363	120.818667003	511.3						
T	14.052723418	120.818869264	515.0						
T	14.054530018	120.819272688	559.2						
